lineage,internal,median_rate,branch_length
T9,True,1.7666220591212775e-07,0.4672166949537129
T9,True,1.8231603443551405e-07,0.358809974802746
T9,False,2.952311655700998e-07,3.6992909173416493
T9,False,3.0125472057190817e-07,2.6992909173416955
T9,True,1.5951067770176335e-07,0.4866568920823795
T9,False,2.7895069472352106e-07,3.185947809424075
T9,True,1.300751892724497e-07,0.5490030051771768
T9,True,4.2319424408373383e-08,0.2801056661532968
T9,False,7.179078274722788e-07,4.532658767403547
T9,False,2.832593215483999e-07,0.19294813674250122
T9,False,2.9323106005956576e-07,0.19294813674250122
T9,True,5.391644701073624e-07,1.0129193326667476
T9,False,3.2397203618908754e-07,0.7902644322953805
T9,False,5.350930081961797e-07,0.7902644322953805
T9,True,5.553101429368786e-07,4.311803587856041
T9,False,2.7733993241801334e-07,1.102068020151922
T9,True,1.725413607827403e-07,0.5516813843927899
T9,False,4.6681340597212865e-07,0.7572751129154724
T9,False,1.9375276401113983e-07,1.7454410169205161
T9,False,5.68306516019827e-07,0.2749898547842591
T9,False,1.3568292439382503e-07,1.2749898547841454
T9,True,7.392396901218944e-07,0.4704511621363707
T9,True,7.936753224473282e-07,0.9023040856911209
T9,False,2.4546934559941297e-07,0.6477451026118572
T9,True,2.3396942005236848e-07,0.1095300103036152
T9,True,2.761894781461687e-07,0.11071772352737241
T9,False,2.306617575308692e-07,0.7512348507010138
T9,False,5.647055139999159e-07,0.31818928988540307
T9,False,1.6566842851613046e-07,0.7474531235521731
T9,False,1.3898528278708804e-07,1.1551515546910167
T9,False,2.9576270938527614e-07,0.1551515546911304
T9,True,1.2796679616982056e-06,0.5923015688610427
T9,True,3.8520516617937107e-07,0.5707361663331234
T9,True,5.190717869189066e-07,0.43304556081561074
T9,True,2.728852957477453e-07,0.11675798574183105
T9,True,8.794805066221284e-07,0.785756568101867
T9,True,3.3666475069739936e-07,1.1118097982207544
T9,False,2.0810235096020933e-07,0.908540402651079
T9,False,4.303166655099394e-07,0.8706834204627487
T9,False,3.0062910085115093e-07,0.2552131313115531
T9,False,6.292032766380143e-07,0.2552131313115531
T9,True,3.311200478640671e-07,0.03205944560871821
T9,False,3.004593579362885e-07,0.2872725769202713
T9,True,6.994600539762375e-07,0.5834108435424774
T9,True,2.8078968206507635e-07,0.037856982188330335
T9,True,4.894061416325679e-07,8.607097817985627
T9,False,9.030849879886047e-07,3.5156382206378005
T9,True,1.1537272405321197e-07,1.2499209821274455
T9,True,1.747108647405902e-07,0.44030826664360134
T9,True,4.4043897471986093e-07,2.289309757807402
T9,False,2.397143512267801e-07,0.3465473867227473
T9,False,2.4306744860399354e-07,0.3465473867227473
T9,True,1.504072789676788e-07,4.148629840493818
T9,True,1.1436703120697777e-07,1.2284507564205036
T9,False,3.888213449478694e-07,0.7236279836374386
T9,True,4.963055464030246e-07,2.3541614053560984
T9,False,6.980044522038409e-07,1.0777893889936436
T9,True,2.1571509896822908e-07,0.11480694192781726
T9,False,3.1246703478163584e-07,1.0823124986124562
T9,False,4.716741286513172e-07,1.0823124986124562
T9,True,2.0131056509326257e-07,0.18215605352359532
T9,False,7.710972546571339e-07,0.9526129148125122
T9,False,6.208794924384336e-07,1.4771089170317069
T9,False,2.2334113572184685e-07,1.4771089170317069
T9,True,1.7104519523949036e-07,0.47550399778072006
T9,True,2.8937055650317273e-07,1.311855637323461
T9,True,5.535851400378537e-07,4.928127778785097
T9,True,3.745483175886075e-07,3.927739152510501
T9,False,1.0401616918894528e-06,3.1203354834320614
T9,True,2.1888043301436726e-07,0.4123232839715314
T9,True,2.81108297997764e-07,0.18632979453309417
T9,False,2.676293081243839e-07,1.0991081928231985
T9,False,7.989016789365994e-07,1.0991081928231985
T9,True,2.586645507333958e-07,3.6198803691134422
T9,True,1.2282812147402307e-07,0.29606791881786165
T9,True,2.7542683144166767e-07,0.027210357716057842
T9,True,4.843134264277626e-07,0.30082343757906926
T9,True,1.0505881917628952e-07,0.054006216373849725
T9,False,2.5620667981560137e-07,4.026270823052339
T9,False,2.0930379627364882e-07,0.9304105073148605
T9,False,2.0242077378179106e-07,0.9304105073148605
T9,True,2.0453761198847365e-07,0.24939479064205017
T9,False,2.2023579290094538e-07,1.1798052979569107
T9,True,1.4633195444354087e-07,0.7195861422408747
T9,False,1.48839013916731e-06,1.8993914401977854
T9,True,1.9913717222692757e-07,0.5000056697324666
T9,False,7.4190332127786e-07,1.6130867108370204
T9,False,4.24727168187913e-07,0.9632133190523611
T9,False,4.0972621694195775e-07,0.8197081295527759
T9,False,4.1000798522736376e-07,0.8197081295527759
T9,True,2.5011446574871577e-07,0.14350518949958513
T9,True,2.565592869152761e-07,0.06336103129481074
T9,False,2.322141454535346e-07,0.6373968352707102
T9,False,2.1881483400683868e-07,0.6373968352707102
T9,True,2.3987056565234393e-07,0.3891775150764616
T9,True,6.558920323680705e-07,2.323433870837654
T9,False,3.5116079580975286e-07,1.1156557034576373
T9,False,1.977026281770279e-07,1.1156557034576373
T9,True,1.9026434139566863e-07,0.23435251772729515
T9,True,2.6780774362596744e-07,0.19600400031359655
T9,False,3.4893423953149805e-07,1.251200292325013
T9,False,7.309437248130434e-07,1.251200292325013
T9,True,2.474753934531901e-07,0.2341407167261309
T9,False,4.5149633994635677e-07,0.45478579821343956
T9,False,4.411636130654916e-07,0.45478579821343956
T9,True,4.271435047730598e-07,0.8473933809811598
T9,False,3.4751812060632433e-07,1.3021791791945994
T9,True,2.882372091311092e-07,0.1831618298565445
T9,True,2.492677078170884e-07,0.06067121244738516
T9,True,2.770030654792143e-07,0.04494182103329081
T9,False,9.439830129376273e-07,0.6715300802572237
T9,False,1.2314059248909912e-07,1.671530080257174
T9,True,2.510964667350008e-07,0.1047276171267697
T9,False,9.745661415745194e-07,0.7762576973839934
T9,True,2.6823011095627853e-07,0.02922831103387935
T9,False,4.148613836261463e-07,0.8054860084178728
T9,True,4.903872388006597e-07,0.7854680341139471
T9,True,2.7874772042038104e-07,0.014799005037893664
T9,False,1.3410320167526233e-06,0.5612518784237359
T9,False,2.0731244405688665e-07,1.5612518784236862
T9,True,4.3517774917808084e-07,1.0445011691459776
T9,True,2.5204231915522e-07,0.007333663267306889
T9,True,9.914408659436399e-07,0.8036601590392181
T9,False,1.8410919722223884e-07,0.7041324629796968
T9,False,8.475476665252489e-07,0.7041324629796968
T9,True,6.716321136107042e-07,2.4931757295938013
T9,False,2.6543712987226557e-07,2.1049278391103563
T9,False,1.1035776695671255e-06,1.1049278391104096
T9,True,2.1211122590463083e-07,0.09238035346319151
T9,True,2.536863978941036e-07,0.0526901319671822
T9,False,1.1731813642916242e-07,1.57471094171051
T9,False,2.5631041940529635e-07,0.6930427060864233
T9,False,4.777200827080835e-07,0.610884386033689
T9,False,2.417696140555388e-07,0.610884386033689
T9,True,2.70253881992449e-07,0.08215832005273427
T9,True,3.166180242485031e-07,0.0796885502890774
T9,False,4.694507941839059e-07,0.6056397016726329
T9,False,2.5259077387851363e-07,0.6056397016726329
T9,True,2.7470478034898104e-07,0.16709155470286774
T9,True,2.3690839954035317e-07,0.02496950105872031
T9,False,4.547713164491853e-07,0.797700757434221
T9,True,1.0605193899070687e-06,0.7770101842762891
T9,True,3.0745163398172517e-07,1.6752873828301702
T9,True,2.542332989729817e-07,0.16674854533550842
T9,True,2.3008663370607802e-07,0.008864258602315545
T9,False,2.0960828326397647e-07,0.6757626152838974
T9,False,2.1120401000095627e-07,0.6757626152838974
T9,True,1.7381689689925213e-07,0.793376643365896
T9,False,5.771892971793754e-07,1.0340953479864687
T9,False,3.971652370154064e-07,0.788124306691774
T9,False,2.0332559860195852e-07,0.788124306691774
T9,True,2.117151257670984e-07,0.24597104129469471
T9,True,2.543277966955014e-07,0.1685303511089451
T9,False,2.2975834808442587e-07,0.7362630976420128
T9,False,2.316392600846861e-07,0.7362630976420128
T9,True,2.104699805704304e-07,0.33254631431397286
T9,False,8.284012420540869e-08,3.0003359815743984
T9,False,5.295357450383661e-07,0.35206305730538645
T9,False,2.300908670690701e-07,2.3520630573051093
T9,True,6.371363251468892e-07,0.6482729242692891
T9,True,2.947007853921518e-07,2.06847343038109
T9,True,2.026932517178168e-07,1.8184667888467771
T9,False,3.410771684068591e-07,0.8742750882827401
T9,False,2.435289011051401e-07,0.4276957639198926
T9,False,7.229593518700796e-07,0.8680422811967432
T9,False,4.7438278512203017e-07,0.8680422811967432
T9,True,5.799018030242686e-07,1.5596534827229043
T9,True,2.6325588571364367e-07,0.1230020278950903
T9,False,4.946058672773027e-07,0.5506977918149829
T9,True,7.614785500243925e-07,1.643838415075809
T9,False,2.1079365852595434e-07,0.879568244946018
T9,False,2.0499863093255355e-07,0.879568244946018
T9,True,1.6700504908948757e-07,1.3149679619447738
T9,True,1.8761909515527203e-07,1.6797388813916605
T9,True,3.164300748448961e-07,0.013001112520203861
T9,True,1.848342282341815e-07,0.48655815873253516
T9,False,5.349997686689154e-07,0.3738343595355609
T9,True,6.746303591417864e-07,0.828791339559853
T9,True,2.4008372385263773e-07,0.02561396943887928
T9,False,3.7866666607050185e-07,1.2282396685342931
T9,True,9.20477114399636e-07,1.2013956137716981
T9,False,2.5936639806311193e-07,2.1062259519543893
T9,False,2.449606051061854e-07,1.2092456921332975
T9,False,2.8008214166740086e-07,1.8014557533854898
T9,False,6.852108141822337e-07,1.3429424604056095
T9,False,2.6730856502266095e-07,0.2858095015082469
T9,False,6.031969930740079e-07,0.2858095015082469
T9,True,2.7796863364298854e-07,0.05713295889745851
T9,True,1.1995856133072482e-06,0.4585132929798803
T9,True,4.739561568502131e-07,0.40778993874771174
T9,True,7.521802919531389e-07,0.8969802598210919
T9,True,2.1488109869353828e-07,0.14375685716793996
T9,False,4.4212536552936205e-07,0.4663944571272438
T9,False,4.46334952771715e-07,0.4663944571272438
T9,True,4.0582407907785603e-07,0.7835883519951707
T9,True,5.008968967934695e-07,0.9072150159593555
T9,False,2.049043811027839e-07,1.7012383466362095
T9,False,6.248354821772422e-07,0.6321581496536517
T9,False,1.157921797370178e-07,1.6321581496535202
T9,True,5.845906885270069e-07,1.501666385994465
T9,False,1.5121130362320349e-06,1.5172333192080103
T9,False,2.74482227111308e-07,0.3515502300585531
T9,False,2.816890612984307e-07,0.3515502300585531
T9,True,2.7271351066093826e-07,0.11674254491687464
T9,False,2.821496708172833e-07,0.34275154211135117
T9,False,2.732934709416019e-07,0.34275154211135117
T9,True,2.688247244014509e-07,0.1255412328640766
T9,True,2.5337162630304644e-07,0.048940544232696226
T9,True,6.68479563172888e-07,0.6165912164401064
T9,True,3.7819108999426703e-07,0.6192193391171728
T9,False,9.244697477466809e-07,1.4196002843550275
T9,False,2.70408586407691e-07,0.17473439577487326
T9,False,2.929643107550141e-07,0.17473439577487326
T9,True,6.435966841009786e-07,1.0162396947392516
T9,False,2.78049796244237e-07,0.3423418179553259
T9,False,2.8738846962676133e-07,0.3423418179553259
T9,True,2.421775895873966e-07,0.44294447932164793
T9,False,2.994089787773889e-07,1.7165543502217915
T9,False,2.5453910971955915e-07,0.317127945533505
T9,False,2.4716630236091586e-07,0.317127945533505
T9,True,1.5685207201060846e-07,0.8666212012439285
T9,False,3.1423807079576916e-07,0.1837491467776502
T9,True,2.981987386444489e-07,0.0581483385702235
T9,False,3.078986994062258e-07,0.1736888287454459
T9,False,3.076273722269621e-07,0.17368882874544944
T9,True,3.0144749694299306e-07,0.06820865660242426
T9,True,5.272566782442149e-07,0.4746568648741345
T9,True,2.5043075623138176e-07,0.06873194705496566
T9,True,2.101444792722665e-07,0.6172820816262075
T9,False,2.9585165969543896e-07,0.3090440373553527
T9,False,6.078753825103095e-07,0.30904403735535624
T9,True,3.2091201070650665e-07,0.03465818825754319
T9,False,1.2697531959773493e-07,1.4442623519486517
T9,False,1.389088783813716e-07,1.148589446328554
T9,False,7.378877126097527e-07,0.14858944632880444
T9,True,1.528041523527988e-06,0.29567290562009774
T9,True,2.538859388555803e-06,0.8994398736637805
T9,True,2.9672828968579665e-07,0.11166982402825987
T9,False,2.6367847889774637e-07,1.189575434104201
T9,False,3.3624653732920136e-07,1.1026538820082
T9,False,4.1451684396731466e-07,1.1026538820082
T9,True,3.8029477316786835e-07,0.7843607043580096
T9,False,2.3240034350204724e-07,0.6055633200512709
T9,False,2.334224010109294e-07,0.6055633200512709
T9,True,1.7080375926038838e-07,1.2814512663149387
T9,True,1.8775729193852137e-07,0.2777453974510724
T9,False,2.681921637472116e-07,0.587143150576587
T9,False,2.6819851578793757e-07,0.5871431505765905
T9,True,2.447271040410715e-07,0.5776168332409437
T9,True,2.9529468450768343e-07,0.024815450286670426
T9,True,1.8337645205608704e-07,0.06261119194017972
T9,False,2.894778181038298e-07,0.15113183320842616
T9,False,2.5125471228661183e-07,1.1511318332081757
T9,True,4.993364497453903e-07,0.6339624689973036
T9,False,2.726671202792494e-07,0.7850943022057262
T9,True,2.1054792942646578e-07,0.4670923238386546
T9,True,2.1439138963863686e-07,0.20318542359655822
T9,True,3.8414998069502303e-07,0.009347105851860604
T9,False,3.0953989089789355e-07,0.2558218981986453
T9,False,1.275437503378825e-06,0.2558218981986453
T9,True,3.3021770215500955e-07,0.20889725729437458
T9,True,6.773259457919716e-07,0.13604927811535994
T9,False,6.088585326807456e-07,0.43377737087547885
T9,False,2.7180788418003156e-07,0.3655141910891544
T9,False,5.399474613223658e-07,0.3180218308687621
T9,False,5.283940374386056e-07,0.3180218308687621
T9,True,6.988635604749578e-07,0.8397916957243421
T9,False,2.5306194841409804e-07,0.6065947302596104
T9,False,2.59210620177982e-07,0.6065947302596104
T9,True,2.687883314531491e-07,0.34090431464813165
T9,False,2.6281443137928784e-07,0.7020279606679001
T9,False,5.010555652814242e-07,0.7020279606678965
T9,True,2.3119083628819018e-07,0.14811998041862573
T9,False,2.2156226205706374e-07,0.43127310659912155
T9,False,4.984935141914306e-07,0.43127310659912155
T9,True,8.980820243676497e-08,3.418874834486907
T9,True,2.908849990542489e-07,0.09735110382121626
T9,True,2.1855695940697328e-07,0.21031448168536215
T9,True,2.256888520625884e-07,0.20770066449583346
T9,True,2.720751835187219e-07,0.06826317978632446
T9,True,2.560209702907927e-07,0.0702577335202701
T9,False,4.170156983955011e-07,0.5161376308763632
T9,False,1.2339746686695262e-07,1.5161376308761128
T9,True,1.8555767249798682e-07,0.5750849042896995
T9,False,3.30333710694335e-07,0.09122253516627588
T9,True,1.0432986265142302e-06,0.4128125692294695
T9,True,2.8697534206258577e-07,0.09673332921263089
T9,True,6.457701869620452e-07,0.17334455555296557
T9,False,1.7291152476581922e-07,0.7741129891613454
T9,True,1.3866176592123387e-06,0.6284553897418359
T9,True,7.903868793830588e-07,1.7884057116105936
T9,True,2.60377176623011e-07,1.3595600685522946
T9,False,8.09602508963721e-07,0.47826149787421457
T9,False,2.3407997321897675e-07,0.47826149787421457
T9,True,2.685490494221431e-07,0.07227266119248199
T9,True,7.486914604757498e-07,0.8690661252883309
T9,True,1.0417958045560764e-06,1.333443590410262
T9,True,4.815243193045484e-07,0.9481944718706998
T9,True,3.178174371407421e-07,2.4559594784453793
T9,True,3.8790086099102216e-07,1.2724374572241395
T9,True,8.997844418977977e-07,1.9281680774821446
T9,False,1.4186007383357923e-07,1.1354766136416252
T9,False,5.955914599856462e-07,0.25415560531070724
T9,False,2.610575025735612e-07,0.25415560531070724
T9,True,4.941525850805262e-07,0.4022841673405928
T9,False,3.8763891930402113e-07,1.2567986849674
T9,False,2.736206386936864e-07,0.22733055561401727
T9,False,2.708537151438496e-07,0.22733055561401727
T9,True,7.974013659650744e-07,2.029468129353276
T9,True,3.126209475736834e-07,2.399641087683637
T9,True,4.4399771024070734e-07,0.4790368409903252
T9,True,8.286725138950589e-07,1.667264206947312
T9,False,1.8700100818213315e-07,0.8027408205890758
T9,True,2.0562091704438133e-07,0.3426140431399105
T9,False,9.493603608495214e-07,0.5955675938390392
T9,False,4.857586234271353e-07,0.8552351776183791
T9,False,4.923017959003077e-07,0.8552351776183791
T9,True,3.440860574859784e-07,0.7403324162205926
T9,True,4.885570314757394e-07,0.5497872698899471
T9,True,6.787978186267911e-07,1.212448496059288
T9,True,2.3668293413978955e-07,0.11133589886145501
T9,True,4.0148347394004973e-07,2.956471869828654
T9,True,1.1082095235433136e-06,0.8732744562014325
T9,False,1.4234393348876128e-06,0.9196244829655811
T9,False,2.993333551849428e-07,0.9196244829655811
T9,True,3.777011667237649e-07,1.3792611017144587
T9,True,2.109691043158276e-07,0.10051152525021223
T9,True,3.93689744875632e-07,0.6268737131221407
T9,True,3.3746732337081577e-07,2.3708256693710865
T9,True,2.712335126579314e-07,0.00319508050104389
T9,True,2.819485358947156e-07,3.092535095575542
T10,False,7.812198026884566e-08,11.109980906966324
T10,False,9.196368277528416e-07,2.1099809069671416
T10,True,2.0001639914899434e-07,0.610452754781619
T10,False,9.434376490339669e-07,2.6817266906356245
T10,False,1.2886281301757015e-06,2.154796719077293
T10,False,2.755141124470315e-07,0.24484013750108247
T10,False,2.717661422702872e-07,0.24484013750108247
T10,True,3.1857244198536437e-07,1.9099565815762105
T10,True,2.4539622196690957e-07,0.4974674832860906
T10,False,4.3617747599529927e-07,0.4419047938153362
T10,False,4.559972665101072e-07,0.4419047938153362
T10,True,4.466142855212237e-07,0.6589481103838501
T10,False,3.8411351531667355e-07,0.6068423455723178
T10,False,2.614608745781056e-07,0.26830000144180843
T10,False,2.684118064634439e-07,0.26830000144180843
T10,True,4.849793265696472e-07,1.3385423441304418
T10,True,5.86789120475474e-07,1.4940105586268047
T10,True,2.696478848472122e-07,0.15503921908089424
T10,False,3.80615490004972e-07,0.9931286040150056
T10,False,6.218289606974948e-07,0.6100564346543322
T10,False,3.8226866579530853e-07,0.6100564346543322
T10,True,6.813642182362617e-07,0.9139503637162498
T10,False,1.086034784777409e-06,2.210647208380074
T10,False,1.2532757968611668e-06,2.210647208380074
T10,True,1.4641378199050265e-07,5.980784026135009
T10,False,2.2235360948786553e-07,2.8673902570683474
T10,False,1.0623966119746277e-06,0.8673902570685499
T10,True,2.6205094065546873e-07,0.13016087295974899
T10,False,4.024393955244318e-07,0.7601238473926379
T10,False,2.504621147273408e-07,0.2871035622042335
T10,False,2.430046199565836e-07,0.32322175409920817
T10,False,5.250379046354036e-07,0.32322175409920817
T10,True,3.633794446137756e-07,0.6528055234654211
T10,False,2.6519965002553044e-07,1.068192720057512
T10,False,1.7990735019768698e-07,1.068192720057512
T10,True,1.692825408687463e-07,0.3859334268987702
T10,False,2.630611185808283e-07,0.23516925664046262
T10,False,6.165111137694381e-07,0.23516925664046262
T10,True,4.1628149104896436e-07,1.2189568903158197
T10,True,1.7692957722713097e-07,0.4793968115346203
T10,False,2.814771081024798e-07,0.9512706965604192
T10,False,4.924619164594311e-07,0.6001631698892513
T10,False,2.762180006555752e-07,0.6001631698892513
T10,True,2.6404047653474006e-07,0.3428371596819808
T10,False,3.081189563319512e-07,0.11054672919871145
T10,False,3.18489425252508e-07,0.11054672919871145
T10,True,1.0023136120526096e-06,0.7628830826582984
T10,False,2.668538162112923e-07,0.44437274521851755
T10,False,2.915062363957222e-07,0.44437274521851755
T10,True,2.560292113807227e-07,0.4290570666384923
T10,True,2.2084490653867915e-07,0.06957051771422229
T10,True,2.8068839884287165e-07,0.008270366989187039
T10,True,2.0228907479807097e-07,0.3576315173126474
T10,False,5.582978267317891e-07,0.3089022138732318
T10,True,4.808692266326992e-07,0.624620744617836
T10,True,2.1027709159002071e-07,0.06111165062693402
T10,False,9.421556152041293e-07,0.9946346091180018
T10,True,2.9381309561863555e-07,0.05556275186690485
T10,False,1.1501980146307404e-07,1.6008811501916522
T10,False,5.249864217487175e-07,0.6008811501918405
T10,True,2.0929887443972195e-07,0.8391243589119846
T10,False,2.106391841306825e-06,0.4400055091039903
T10,True,5.3929470635852e-07,0.6101918518809164
T10,True,5.004978475781614e-07,0.12915545281963148
T10,False,2.7985071061777955e-07,0.4859815626795605
T10,False,6.396088099466012e-07,0.48598156267955694
T10,True,3.8360813436570816e-07,0.2839232842537065
T10,False,2.9117662883093063e-07,0.5440329500153371
T10,False,2.7624154142354106e-07,0.5063109028636852
T10,False,2.8964298066331923e-07,0.4314218167666155
T10,False,5.547636392410611e-07,0.4314218167666155
T10,True,2.7650297617050934e-07,0.07488908609706968
T10,True,2.7506250327019764e-07,0.03772204715165195
T10,True,1.5889909205513138e-07,1.2258718969177416
T10,True,3.753757186584374e-07,1.4094479668711095
T10,True,4.3210199799429333e-07,0.4406584477174995
T10,False,1.4361320871052052e-06,0.5574928815630891
T10,False,2.1069297693830795e-06,1.5574928815629434
T10,True,3.056388880849626e-07,0.06251837995909426
T10,True,5.127459853976602e-07,0.3560160160424459
T10,True,4.6949544238190005e-07,0.8773915654601758
T10,False,2.3160613619432866e-07,0.7742956199568969
T10,False,9.580733678469566e-08,2.7132192000059323
T10,False,2.991364272747476e-07,0.1389247868088468
T10,False,1.3396569810178632e-07,1.138924786808662
T10,True,4.590484449187823e-07,0.574294413197487
T10,True,2.1743818222260994e-07,0.06107641995056312
T10,True,1.6437196870039789e-07,0.6978202617528382
T10,False,7.888623309886787e-07,0.47211588170990026
T10,True,5.206996494046167e-07,1.3890665055624112
T10,False,2.8519700104641006e-07,0.13171122351876718
T10,False,3.539346163235448e-07,0.13171122351876718
T10,True,6.087644119651527e-07,2.7294711637533826
T10,True,2.217812256792965e-07,0.7400943345320243
T10,False,2.598290050144761e-07,0.6012767218046129
T10,True,2.6631022928749864e-07,0.03291760721046444
T10,False,3.4947650687175816e-07,0.16172821826600803
T10,False,1.3910759973174896e-07,1.1617282182658233
T10,True,5.967355836865212e-07,2.2335270122778645
T10,False,6.879961937225574e-07,1.8435719958933152
T10,False,6.667065307346363e-07,1.4924019670024453
T10,False,4.5420777119534396e-07,1.4924019670024453
T10,True,2.2984211175474668e-07,0.3511700288908699
T10,True,2.938791936961863e-07,0.4435447299593811
T10,False,2.65971501854178e-07,0.658673365683283
T10,False,2.8318649378138686e-07,0.658673365683283
T10,True,2.782134499020093e-07,1.1091301381176528
T10,False,7.43557470194471e-07,1.5172794893340136
T10,False,2.720698374581807e-07,1.5172794893340136
T10,True,2.3987847988153243e-07,0.2505240144669223
T10,True,2.673251668616323e-07,0.09200689376088889
T10,False,1.2776234508540878e-07,1.3390527855440126
T10,False,2.630440611787797e-07,0.3390527855440073
T10,True,6.910859271156001e-08,8.520757612017118
T10,True,2.2647192151371643e-07,1.201390912503836
T10,False,6.830991907595424e-07,1.9274803425687193
T10,False,2.5103673117488674e-07,1.6493123948133661
T10,False,2.809229564741206e-07,2.3286888892838444
T10,False,9.279188731996286e-07,0.905164790954764
T10,False,3.0627000625025194e-07,0.10881949246239486
T10,False,9.021867427376057e-07,0.8044923041090666
T10,False,2.3678414448805192e-07,0.3850079982738688
T10,False,2.4537183435027397e-07,0.3850079982738688
T10,True,1.892543448494166e-07,0.4194843058351978
T10,True,1.3747730410581763e-07,1.304327188352861
T10,True,4.6351049731680505e-06,0.7963452984923691
T10,True,6.236493965070148e-07,1.4235240983290804
T10,True,6.898242974021131e-07,0.32062350552933694
T10,True,5.764733337690549e-07,0.27816794775535314
T10,True,3.4799704615481197e-07,0.07019790094377498
T10,False,2.4373587538414226e-07,1.9976782435124942
T10,True,1.716924225143145e-07,0.06352306655335127
T10,True,9.678830308563643e-08,0.22591541578685082
T10,True,2.331241014148299e-07,0.10813850469117625
T10,True,2.106109392532931e-07,1.2389390984707624
T10,True,9.185913984130591e-07,0.13333902545099718
T10,False,2.6828267068148826e-07,0.6999935787065077
T10,False,4.3362233851252746e-07,1.4850390643148366
T10,False,4.1663435661641813e-07,1.36541033874024
T10,False,2.566874665520402e-07,0.8922798930837459
T10,False,2.460700317459259e-07,0.8922798930837459
T10,True,2.3756306620869385e-07,0.2756328817120952
T10,False,1.2678183030043984e-06,3.1679127747955302
T10,True,5.399142447389755e-07,0.197497563944399
T10,True,1.8623666955333565e-07,0.05219633405720714
T10,False,2.3788889049975748e-07,1.4176066727974472
T10,True,2.388150744172263e-07,0.06743239151738933
T10,True,1.3106620533790957e-07,0.21495451439153967
T10,True,4.312239027293848e-07,0.06753977575956682
T10,True,2.2190643677235055e-07,0.08588548855886202
T10,True,3.64670939601781e-07,1.4336847191790767
T10,True,7.876093601039678e-07,1.4730202851883085
T10,True,2.4434901894162273e-07,0.23742728263566093
T10,True,8.491176471578622e-07,1.193880104487544
T10,True,6.445774933871225e-07,2.332575563854501
T10,True,6.933965045183015e-07,1.469121805644292
T10,True,2.3649168900003558e-07,0.09308960851897297
T10,False,2.0943156451478838e-07,1.0862182125339785
T10,True,2.4631687271590376e-07,0.16967391074610205
T10,True,3.8235129822281766e-07,1.0757106092096045
T10,False,7.908911432032448e-07,1.5909520605725511
T10,False,1.4774828150272752e-07,1.426323441054823
T10,False,2.1333932812135303e-07,1.800201808189808
T10,False,3.5598570479346323e-07,2.048149405773426
T10,False,2.8903925978304036e-07,2.4958970298991225
T10,False,3.432125354595778e-07,1.9221810510126822
T10,False,2.1361718031372882e-06,0.9221810510127781
T10,True,2.803704247386797e-07,0.13410181762271023
T10,False,1.0611041456675596e-06,0.8907261498461914
T10,False,1.0636437083954863e-06,1.8907261498460954
T10,True,2.5023368568623323e-07,0.08140582633556193
T10,False,4.243427511132242e-07,0.5275184664281589
T10,False,4.1147456154850677e-07,0.5275184664281589
T10,True,4.7626746643239564e-07,1.4446135097534984
T10,True,2.4706554411638475e-07,0.08415089245373508
T10,True,2.495003279610109e-07,0.03643780639072958
T10,False,2.825325411336856e-06,1.092720675026218
T10,True,8.283631901657378e-07,0.4031763548730005
T10,True,9.677257425580048e-07,0.5522523758742075
T10,True,6.587125696395123e-07,0.7019853144398809
T10,False,4.641378489522605e-07,0.4341626116076789
