tree,total_branch_length,Nigeria,Nigeria_random,Cameroon,Cameroon_random,Democratic Republic of the Congo,Democratic Republic of the Congo_random,Uganda,Uganda_random,Zambia,Zambia_random,Malawi,Malawi_random,Mozambique,Mozambique_random
1583,0.001944520001494604,0.00010125813151240178,6.921234389743757e-05,1.8449752377351853e-05,3.0637319121003086e-05,9.706460771791614e-05,0.00014138624717886079,6.272688344000858e-05,2.496320776777198e-05,5.273982359220333e-05,0.00012376651900272945,2.759413591202028e-05,4.1412516007998485e-05,2.0831076615764098e-05,2.1251019645466586e-05
1584,0.0019157173436334222,0.00010660523293488087,6.249353883271244e-05,2.2345030873913022e-05,1.3001640303749156e-05,9.524623375943564e-05,7.967217105148334e-05,5.819595306597101e-05,1.7009307446037717e-05,4.951229044644601e-05,8.945645811332345e-05,2.7599111423943752e-05,4.95739932556609e-05,1.6532865496033658e-05,1.2269330719843086e-05
1585,0.0019394264267222508,0.00010652241869429512,5.565825090112723e-05,1.8294264333791914e-05,2.8741196723026854e-05,9.426512239341512e-05,0.00010698828438620894,6.478994651247863e-05,2.751289642127894e-05,4.8604335125010476e-05,0.0001278230229103982,2.7846429010203004e-05,3.462831580853718e-05,1.653081716124238e-05,1.0870700700465596e-05
1586,0.001907482306138066,0.00010451248636166532,8.211841629128069e-05,1.864024412938565e-05,1.51281755254118e-05,9.934548143889768e-05,9.239036203761704e-05,6.357263725829693e-05,2.1216837378640286e-05,4.9730488033833615e-05,0.00011324582993150578,2.717477826623036e-05,4.447131290769035e-05,1.8555429278443265e-05,3.0078809792136998e-05
1587,0.0018743078974646358,0.00010180203392820357,7.06481947221544e-05,1.590520742686375e-05,2.194852012785695e-05,9.88455610461856e-05,0.0001163296935133768,6.524350023831018e-05,2.0556058120575977e-05,5.083247424979265e-05,7.839119916088475e-05,2.5904215887388683e-05,3.4911205266902534e-05,2.2820468832189435e-05,1.4218099318345084e-05
1588,0.0019210335483789381,9.194399307548202e-05,7.309004444880493e-05,1.8608588037835258e-05,1.2920401759645116e-05,9.446373459094182e-05,0.0001179820017007064,6.892742841245036e-05,2.1503652606798436e-05,5.261472869519477e-05,0.00014794153438759967,2.8258918668082767e-05,2.313674591105535e-05,2.336322121186717e-05,1.550930331736507e-05
1589,0.0019151829362861388,9.605818974079122e-05,5.672751017654783e-05,1.7103960887430904e-05,1.6032093281737178e-05,0.00010397931036408114,0.00013945124722403407,6.430218925280963e-05,2.013341171479906e-05,6.042261839921581e-05,0.00013186729246470472,2.4553621607491033e-05,3.651806642165326e-05,1.8550950714036783e-05,2.2528237952144274e-05
1590,0.001891548072500836,9.340834120264286e-05,5.890614296697773e-05,1.8430594254817715e-05,1.4765310407395017e-05,0.00010812871581411293,0.0001023095078091763,6.333710550428511e-05,1.0026321324500213e-05,5.066931501510486e-05,0.00013075630962353503,2.6214976127766822e-05,4.127808593989979e-05,1.8735632549314336e-05,1.944710287924258e-05
1591,0.001869857419890381,0.00010408722998447623,7.311440740356313e-05,1.7216271559636776e-05,2.6972010918322993e-05,9.608093028670803e-05,0.00011838260384313803,6.847778368576076e-05,9.390303488194173e-06,4.787989529025623e-05,0.00011252208971327727,2.2654841838723287e-05,4.371904281372371e-05,1.7432482255791892e-05,3.005257899683423e-05
1592,0.0019308838412846348,0.00010264992097307885,5.978261730503411e-05,1.6647564048704938e-05,9.780397336620018e-06,9.206568682157737e-05,0.00011569245324633036,6.596979793143179e-05,1.4528602593895119e-05,5.882200361678053e-05,0.00010340653623362988,2.622798775405626e-05,3.480870235853645e-05,2.116670678486434e-05,1.8369995711416814e-05
1593,0.0019040451702125938,0.00010464529360320642,8.528038407159665e-05,2.138169596029309e-05,1.6346139020712675e-05,9.666302303637411e-05,9.942826598750235e-05,6.558803079725916e-05,1.4553724918379496e-05,4.734638865643817e-05,0.00013416103880715068,2.6250816708240548e-05,3.887822598855838e-05,2.115884201107465e-05,9.948470209437434e-06
1594,0.0019039272373090207,0.00010002970315238979,6.629513088013406e-05,2.1136892832805676e-05,1.4651019821321307e-05,0.00010227706415401523,0.00010539392036958725,6.377745992855932e-05,2.553378089631582e-05,4.972738048830043e-05,0.00013288081348349014,2.9620320399084167e-05,2.2979547230685474e-05,1.7924254915410937e-05,1.9726443925857954e-05
1595,0.0019134917135421301,9.896692188056909e-05,7.623150288229002e-05,2.0538985113530096e-05,1.6334658976476044e-05,0.00010492815708710787,0.00011953481866392997,6.530828985700258e-05,2.3004389610324768e-05,4.565083236637477e-05,0.0001114825506184228,2.7120559183698312e-05,4.9261836453816463e-05,1.9233535992421898e-05,1.3440028972584945e-05
1596,0.0018907421700391784,9.516562472288966e-05,4.356038236057354e-05,1.8627397503660856e-05,1.165975795299097e-05,0.00010840097045402338,0.00011420359757124791,6.194527001683993e-05,3.0302726520898843e-05,5.01424552345627e-05,0.00014543572707651766,2.456620704947279e-05,3.745993117462883e-05,1.889422068824349e-05,1.7471840380927847e-05
1597,0.0019322952889599268,0.0001064542333582782,7.007558354646132e-05,1.866209739809048e-05,3.1089243067333175e-05,0.00010382895060233994,0.00011389975110085988,5.835569576104183e-05,1.869019453545548e-05,5.582571368474131e-05,0.00012780020898516095,2.6481230519434127e-05,2.8375997447813335e-05,2.0317914109228797e-05,6.844983324315627e-06
1598,0.0019104304520016332,0.00010195404092463371,5.8570683366529356e-05,1.7238866781601287e-05,1.9718941018673306e-05,9.793459077360911e-05,9.318795025445325e-05,6.099999565090434e-05,1.9140659436538534e-05,5.25388917891926e-05,0.00010880349859385477,2.6546896168194462e-05,2.4101994548864818e-05,1.7817513240895146e-05,2.2132768697489353e-05
1599,0.0018888027677536206,9.879620116187032e-05,5.658837014420174e-05,1.94986423751849e-05,1.876899148155393e-05,9.492219061804988e-05,8.448125734256411e-05,6.590246489178789e-05,1.2449070359792308e-05,5.1449955239939085e-05,0.00010073292998906088,2.6230641393592017e-05,3.8354613142602655e-05,1.8104436494055217e-05,1.9841412899594115e-05
1600,0.0019387942082906928,9.821272559505266e-05,8.519516334966619e-05,1.914753317342724e-05,1.1160964640777489e-05,0.00010559372718864737,0.00010929962985220748,6.295587439551016e-05,2.422690124676951e-05,5.62553156022807e-05,0.00011736247400687887,2.645516683718891e-05,2.3069281770862196e-05,1.8552025615185125e-05,2.6398535021964842e-05
1601,0.0018826390418346182,9.476283492444574e-05,9.096283046337319e-05,1.91982574319011e-05,1.2503747492931998e-05,0.00010623925092284104,9.376863502769226e-05,5.615477790478691e-05,3.632855553964095e-05,5.1455420735551814e-05,0.00010358280802605173,2.463524136152892e-05,2.528720504809843e-05,1.7041276490793126e-05,1.4332449982153465e-05
1602,0.0019184213802973514,0.0001008549746117993,4.330733613819066e-05,1.794252051780655e-05,1.9228926505505603e-05,9.615180521241112e-05,0.00011576595087990551,6.506457292647307e-05,1.2949547471874422e-05,5.3711417338259126e-05,0.00010309289387471637,2.9222067554013787e-05,3.328614721898309e-05,1.5783611395405123e-05,2.002280139044789e-05
1603,0.0019226754263115078,0.00010292651968497185,4.0395913303859334e-05,1.991154062718067e-05,8.63472451204301e-06,0.00010351242494247449,0.00012528185211118877,6.203725508228345e-05,2.0499731175453294e-05,4.92549654497825e-05,0.00013596731484111745,2.546114936589428e-05,2.983077452038208e-05,2.0914677678749403e-05,1.5769531993890026e-05
1604,0.0019118824310995928,0.00010768489296596531,6.299777743203755e-05,1.758072958920427e-05,1.2320699810653346e-05,9.648186864884105e-05,9.804964717758909e-05,6.221761270124634e-05,1.565800381421998e-05,5.2072851415081245e-05,0.0001022245453951515,2.5499897565687797e-05,3.0575580769152955e-05,2.1189438254775803e-05,1.9232902136550028e-05
1605,0.0019245373043634045,0.00010191784213747193,5.892076925641146e-05,1.2151497864339557e-05,1.4450846589971573e-05,0.00010464734764323237,0.00010491234358272583,6.0768863215659e-05,1.8264738522563674e-05,5.065042154257619e-05,0.0001008363160594928,2.681382198296855e-05,4.64175365641026e-05,2.3525881009450874e-05,2.0678764478262264e-05
1606,0.0018849286700755629,0.00010531190230712146,8.314101122839116e-05,1.700859827612807e-05,3.1959739143000085e-05,0.00010226244801874915,0.00011299066317685055,5.837182072886463e-05,1.5818190012988976e-05,5.253698793769492e-05,0.00011979714086871214,2.6477402946547667e-05,3.223465348097215e-05,1.681930735060802e-05,1.682142490138901e-05
1607,0.0018932766804101893,9.95036691562091e-05,6.730539295700649e-05,1.7688956651310764e-05,1.723800915432133e-05,9.64801600170026e-05,9.146354141214164e-05,5.646999804994235e-05,1.1258790432308033e-05,5.033032657828819e-05,0.00011854958029227551,2.634787090418679e-05,4.8358820046702933e-05,1.6812360272577993e-05,1.558332450671057e-05
1608,0.0019046305096676614,9.285524325536787e-05,5.3007092900164005e-05,1.708841752586822e-05,1.2330149404815409e-05,0.00010980800406929446,0.00010301654466978068,6.462391980588487e-05,1.8784198697881054e-05,5.147207873361457e-05,0.0001150997732329189,2.3871367441172502e-05,3.093027902757034e-05,1.7237030596800942e-05,2.282930809402884e-05
1609,0.0019026633421301508,9.68655855604168e-05,6.370691221997031e-05,2.094479355552615e-05,2.1935999102298993e-05,0.0001036544776448383,0.00010236654767045586,6.75043558736807e-05,3.428777455773699e-05,5.296327739889861e-05,0.00015175034067916693,2.348531189037828e-05,2.9878436654536857e-05,1.6734179044925173e-05,9.652051872282262e-06
1610,0.001938132278327806,0.00010478216995187884,8.586895577603992e-05,1.705755072687427e-05,2.2334478340832378e-05,9.555148373355097e-05,9.996381932091754e-05,6.659266211551181e-05,1.8146225134039583e-05,5.525956617946203e-05,0.000100904937358255,2.6495059300792436e-05,3.1989515966914656e-05,2.0144529238826092e-05,2.762913187706476e-05
1611,0.0018723287032896968,9.180505249148461e-05,7.273565009322707e-05,1.858880771978943e-05,2.9098184365576162e-05,0.0001001163505923977,0.00011922307978567926,5.978013073639713e-05,3.126842559432615e-05,5.348981586486448e-05,0.00011551584159550949,2.7386214338253646e-05,4.6470429368502186e-05,1.7439746071795876e-05,1.9415778490986793e-05
1612,0.0019199559427077826,9.359420773484561e-05,8.19105214152e-05,2.1437385125681364e-05,1.9647031471986282e-05,0.00010269607900116086,9.107379622635319e-05,6.0695283596558496e-05,2.4027824942664125e-05,5.4590857359317416e-05,0.00011273295238501584,2.486785517232166e-05,4.3321204484397975e-05,1.787387252854167e-05,1.3884572237268019e-05
1613,0.0019051102146022117,9.549925896081782e-05,8.129658644518193e-05,1.8661286969268772e-05,1.276708221486459e-05,9.818921368788427e-05,0.00011409655991336974,6.524973384123894e-05,2.4910352736932928e-05,5.086338053375008e-05,0.00010595591047615803,2.32195072936898e-05,4.43105684339144e-05,1.8645244476817122e-05,1.4201150994181712e-05
1614,0.001919375362639767,0.00011135158769687227,8.607260628801954e-05,1.736747354485731e-05,1.4128086070290622e-05,9.309973822395324e-05,0.00011241160343888608,6.321710106323348e-05,1.531912574749073e-05,5.113284589628136e-05,0.00014217661060030398,2.734538182791262e-05,3.366026694848049e-05,1.6444611672714222e-05,3.162489890684334e-05
1615,0.0019042295678580235,0.00010367250187376473,7.665942316849783e-05,1.999292779795883e-05,2.1024617101352136e-05,9.917153365656848e-05,8.613112027387564e-05,6.854369380835789e-05,2.1106633736121426e-05,5.0351729046296334e-05,9.378237833621603e-05,2.7379719858058697e-05,2.5343553025476695e-05,1.819562967768449e-05,2.1827003710723006e-05
1616,0.0019274360336712774,0.00010112269822931457,5.3512228233433155e-05,1.7637549400381777e-05,1.307989333147199e-05,0.0001000846646069314,0.0001232081435066112,6.60142519892438e-05,1.9478735642802173e-05,5.549032114142167e-05,0.00012255665248179907,2.4079260991060345e-05,4.652829216253689e-05,1.693095936129295e-05,2.0150739404917965e-05
1617,0.0019212870159757273,0.00010701470990518011,5.167735275795997e-05,1.656016754562938e-05,1.9181917896576948e-05,0.00010186686785600336,0.00011028522941489431,6.320619421587375e-05,2.8760699515193886e-05,5.2763474028867316e-05,0.00013669137120166075,2.464766238305014e-05,4.2724255952792875e-05,2.078406847264209e-05,1.673931832472833e-05
1618,0.0019019680145559135,9.858270129317398e-05,5.2415992468120374e-05,1.5871712669109474e-05,9.309870079309045e-06,9.52131297957922e-05,0.0001080261519784654,6.293600619192304e-05,1.3368357871211328e-05,5.606836246853722e-05,0.00011792892204840854,2.200469424899808e-05,2.4612842313002144e-05,1.894969366852679e-05,2.1815061299835766e-05
1619,0.0019464278975061305,9.81901707042016e-05,6.114734300170896e-05,1.7198146055373044e-05,1.0363217296701461e-05,0.00010352330453778139,0.00010755963232984942,6.69173800430412e-05,1.2869428197381187e-05,5.526264036768741e-05,0.00012580010428257598,2.6172096236104026e-05,2.5432128042692263e-05,1.962403747436301e-05,2.2410539011774285e-05
1620,0.0019080789276778995,0.00010455396857295433,5.8618017753250123e-05,2.1476218618714585e-05,1.552185809526943e-05,0.00010399848992561061,0.00012441769424626327,5.860885722744282e-05,3.2306699551589574e-05,5.0583028060929326e-05,0.00010919771783737169,2.8269536938306354e-05,3.638696172165025e-05,1.694464671448022e-05,1.8505802376584486e-05
1621,0.00189466450441111,0.00010416155120551306,6.189873052201713e-05,2.2915042477866798e-05,1.8992151459893032e-05,0.00010207399535239561,0.00010504035383306575,6.454160583778314e-05,2.813713684312333e-05,5.196435827680649e-05,0.0001022447311352483,2.1070706509770595e-05,3.164243893793127e-05,1.6327568323280372e-05,1.4433493897706047e-05
1622,0.0018713547552696237,0.00010471476143086573,7.631421614570752e-05,1.5328161539477974e-05,8.014543832898183e-06,9.704038090792462e-05,7.988989277516205e-05,6.341654254018916e-05,1.613872311759766e-05,4.762437821625304e-05,0.00011420573311163459,2.4775701390292518e-05,2.5054920328384297e-05,1.5433291965085815e-05,2.876133780372811e-05
1623,0.001872383265362106,0.00010338173136003161,5.6001089319096574e-05,1.5593176415794243e-05,1.0215818888746793e-05,9.689442014404167e-05,8.904421813528103e-05,6.118924024059273e-05,2.3472704444342345e-05,4.9319950434549564e-05,0.00011204893883096523,2.3048191965466865e-05,3.276098284909091e-05,1.5127786591859118e-05,7.373178449176848e-06
1624,0.0019209163048704455,9.914406874124101e-05,6.432068151230913e-05,1.6985626854082708e-05,1.6908789201474294e-05,0.00010211392165000873,9.028959082114929e-05,6.419839038737272e-05,2.172536762607368e-05,5.44774874533607e-05,0.00013227356214920633,2.3912709163867885e-05,2.94840023076805e-05,1.974056045362456e-05,2.002601666244337e-05
1625,0.001883733370263094,9.828869903893761e-05,4.729794308966839e-05,1.834004282869864e-05,2.5456238997838103e-05,0.00010314892767179329,0.00010767857496658839,6.705030930233432e-05,2.003595138230785e-05,5.1639476268953554e-05,0.00012816908537242205,2.6744743852145448e-05,2.9021582613385222e-05,2.064517164093965e-05,1.2312650889125584e-05
1626,0.0019224392108077404,9.414469497456964e-05,5.799109358418735e-05,1.8698186020465676e-05,2.466555374293659e-05,9.806689488878542e-05,0.00010159944445797256,6.822130674258601e-05,2.8249312315192744e-05,5.221511345323681e-05,0.00013981414462952953,2.3985002919802443e-05,4.474688029256109e-05,1.4494528757182448e-05,1.2742715201026272e-05
1627,0.0018789672525683764,0.00010102162313804027,6.645017420495777e-05,1.7464498692133616e-05,2.3972995053112532e-05,9.603826679980545e-05,0.00010010102768097471,6.52710709750932e-05,1.0874937562184266e-05,5.1520921964917166e-05,9.713969202704634e-05,2.6390806012936566e-05,3.270757923345491e-05,1.8127857865193973e-05,1.1528811204602422e-05
1628,0.0019122661711449443,0.00010174303399328654,5.648312969374876e-05,2.0107946170170535e-05,1.119232818752548e-05,0.00010172014496866101,8.430926591730236e-05,6.845572006624733e-05,2.0814661835722153e-05,5.4401962867015865e-05,0.00013905281924150468,2.8636642744401825e-05,2.8329596984159487e-05,1.8950105449644893e-05,1.0760639701080585e-05
1629,0.0018724862247498943,9.708228409269323e-05,9.444824655655427e-05,1.7835466640882085e-05,1.288153528884099e-05,0.00010028948277514336,6.897658848517628e-05,7.185166770316289e-05,1.1993869086244667e-05,5.066629077630515e-05,0.00013599873896481883,2.698973130982785e-05,3.8532086247271237e-05,1.900371006380839e-05,6.710393844455145e-06
1630,0.0018867778869250506,0.00010364510483375547,5.504643315090729e-05,1.7570727001825666e-05,2.3601457373979015e-05,0.00010017726950676425,0.00011864335536675673,6.81412684697244e-05,3.0689176087429553e-05,4.7778289723381844e-05,9.021552893572469e-05,2.4553835872868175e-05,3.4183954504162254e-05,1.9689783001614536e-05,1.7020576944916073e-05
1631,0.0019323404140112153,9.826193015037674e-05,8.343294044983718e-05,1.6824798564725116e-05,1.8347624545898443e-05,9.948164888980648e-05,0.00013079542003850068,6.836765927843713e-05,1.7202516170178013e-05,5.2737540858135154e-05,9.188856567464649e-05,2.6898695319705485e-05,1.954216488933829e-05,2.0172327394330555e-05,1.3164136354263355e-05
1632,0.0019443420592606413,9.928973143052858e-05,5.8753114884136856e-05,2.180558388103419e-05,2.1077372504425297e-05,0.00010918713719349979,0.00010745966435508143,6.988868636097472e-05,3.352576887904199e-05,5.3279178392107336e-05,8.955740115889938e-05,2.3655526611449356e-05,2.934208359868279e-05,2.2146567829143746e-05,1.9987572457412593e-05
1633,0.0019016543085916308,9.776246850469938e-05,5.760398959042917e-05,1.592245832555809e-05,1.0911207029961267e-05,0.00010011081872484209,0.00011235958809081891,7.14622491987209e-05,1.7811833016502304e-05,5.042875064009038e-05,9.644435596002448e-05,2.5522397287026455e-05,3.7599203572902815e-05,2.026524135238382e-05,2.4348285014196914e-05
1634,0.0019114096711208342,9.864613827447475e-05,8.101591642103935e-05,1.9406898997751916e-05,1.0677682792994839e-05,9.745776508308761e-05,9.879160138305944e-05,6.234359165403552e-05,2.270411118637382e-05,5.1988670386707075e-05,0.00010070761799719054,2.344676514960827e-05,4.343004001020252e-05,2.057643759749905e-05,1.692129072686948e-05
1635,0.0018967067608822593,0.0001037178648628039,5.196406284743e-05,1.876908658736149e-05,9.710610007990315e-06,0.00010343502433696672,0.00011897059770491283,5.984840564891305e-05,1.8233639255638753e-05,4.8220228232729234e-05,0.00011260898251306433,2.3759066595177222e-05,2.9051600282636956e-05,2.1421951759208104e-05,1.2177926483502698e-05
1636,0.001918169283182556,0.0001060907171621427,5.4334655916214204e-05,1.605872743943291e-05,1.2819495166762045e-05,9.647014857869251e-05,0.00010871563033342164,6.734280178652494e-05,1.6885767369835764e-05,5.3584072191713294e-05,0.0001239269836975287,3.311446450488843e-05,3.182108516507076e-05,2.0904513555027038e-05,1.1686624626508187e-05
1637,0.0019117560256003922,0.00010197108153325732,7.883451031802467e-05,1.9527646655644482e-05,1.2192314457933062e-05,0.00010001501413898074,9.134896119003706e-05,6.470667050912488e-05,2.447582073874079e-05,5.801163129221876e-05,0.00010640435944931931,2.495032120787815e-05,3.620668912310927e-05,1.4562512444515723e-05,2.066915111182191e-05
1638,0.0019087830404863303,0.00010844946010113302,5.6200806034685134e-05,1.8975891960969996e-05,2.6248683495754335e-05,9.82131130195258e-05,0.00010427411482500401,6.961949523628507e-05,1.2564591847140805e-05,5.6130048556994085e-05,9.773419193184925e-05,2.276580565648066e-05,3.1264981973467415e-05,1.9472170088124987e-05,1.3975390090981057e-05
1639,0.0019251546901731067,0.00010858566365657676,8.300947258944348e-05,1.8097845206404986e-05,1.3390063828501572e-05,0.00010269166078803087,0.00010453057136189685,7.161475557045929e-05,2.0123231625214597e-05,5.12999280346451e-05,0.00012061273664875022,2.9622431171296565e-05,4.778319700233201e-05,2.223164034459565e-05,1.8625729088860444e-05
1640,0.0018842222840023482,0.00010011311855459039,7.314591936876595e-05,1.855185635251267e-05,1.803256488305512e-05,0.00010236470210404414,8.303477182449413e-05,6.132116023867891e-05,1.478395117774289e-05,5.17854899908909e-05,0.00014987125552822465,3.071757552873663e-05,3.25302155086268e-05,1.8727170703140925e-05,1.9021770349380565e-05
1641,0.001935481851797215,9.593648047582907e-05,4.295309354173391e-05,2.0146584884060204e-05,1.84299045398492e-05,0.00010165244816502834,9.25545947939514e-05,6.432162415149264e-05,2.7361060733577507e-05,5.6515653488273514e-05,0.0001348235044844907,2.9908422299319577e-05,3.8689680117862156e-05,2.1369472280125413e-05,1.9564963920584537e-05
1642,0.001916768602892719,0.0001017059308861994,4.758482295937885e-05,2.22319200641999e-05,1.0474537843004625e-05,0.00010629645163574776,0.00010988669861940951,5.859862487265751e-05,2.6510676527953655e-05,4.8698788799418375e-05,9.642682479863926e-05,2.650257167647989e-05,3.985431042813933e-05,1.9009346140925554e-05,1.2368541359223956e-05
1643,0.0018854813709437025,0.00010112294369802482,6.906552681155585e-05,1.918054723238651e-05,1.3993796360466191e-05,0.00010198616593467495,7.536860857408102e-05,6.55961810839855e-05,1.5930569650471696e-05,4.95425787773421e-05,0.00011584867294656435,2.651541053092692e-05,3.170398389127477e-05,1.7295110830091703e-05,1.0498144305768568e-05
1644,0.0019248849151225981,0.00010363771483763717,6.910609825489661e-05,2.0413358045982344e-05,1.8175226737779425e-05,9.892077137786779e-05,7.750935529460853e-05,6.340144994911056e-05,3.773304790683873e-05,4.987124848014417e-05,0.00010214081363959463,2.8639253471459108e-05,3.159842489983589e-05,1.764201582253838e-05,7.099798893093817e-06
1645,0.0019055228508222206,9.490641983493251e-05,6.327553630158821e-05,1.9045392331496153e-05,1.1968586155232646e-05,0.00010424805211594408,8.92774833858509e-05,6.127027901441963e-05,2.1155986936169857e-05,4.719934075220677e-05,9.94154053686276e-05,2.4951406621647213e-05,3.8367260642984714e-05,1.6293877673795743e-05,1.5873840786179627e-05
1646,0.0019324004320498435,9.296820235433156e-05,6.926284966981677e-05,1.9475147104388918e-05,1.7324357811100612e-05,0.00010570682158592831,8.738067579235976e-05,6.224200902428252e-05,3.327771224080015e-05,5.2833082524537294e-05,0.00010707552688673421,2.4582572160217848e-05,2.1981958824700103e-05,1.8959604070005855e-05,1.2144786052416907e-05
1647,0.00186516272069101,9.566543496049404e-05,4.3569519634344914e-05,1.6567771620358855e-05,1.0383303371452402e-05,8.990642238544135e-05,8.904060280603716e-05,7.018643606853943e-05,3.8404437165174415e-05,5.262248315022122e-05,0.00010259812704663533,2.199129364431813e-05,5.15854744175771e-05,1.9319361859983664e-05,1.893222121968725e-05
1648,0.0018721562737509835,9.343482502838468e-05,7.253868388303834e-05,1.8711571296607058e-05,1.559566507121704e-05,9.918901167775703e-05,8.260133987685286e-05,6.300731409493573e-05,1.8497972688729823e-05,5.185119224074535e-05,0.00011807315058728245,2.4844326559362662e-05,3.253101540396297e-05,1.8206697651545903e-05,1.6398572541690207e-05
1649,0.0018748710302565264,8.804081247311001e-05,4.123446304940266e-05,1.7606693840579264e-05,1.218010195561353e-05,9.442195644552274e-05,8.99011814977633e-05,6.806460059881792e-05,1.9978322838472024e-05,4.6365850030131604e-05,0.00010426390628583701,2.2764841229187425e-05,2.184756336092949e-05,1.9024443332396482e-05,2.044438011304813e-05
1650,0.001893613076550021,0.00010250393832316363,4.72135972786798e-05,1.9067224788891493e-05,2.433275956166092e-05,9.688288725299998e-05,0.00013106123403956705,6.951795378784954e-05,1.215798371043456e-05,4.976009421106e-05,0.00013352945766892713,2.3384384321461582e-05,3.623117476073004e-05,1.8981763469652895e-05,2.3421072938632163e-05
1651,0.0019081560851140062,0.00010605363467796778,8.433929655932626e-05,2.0817812109296058e-05,1.569279934038586e-05,9.548377092697606e-05,0.00011836018828444172,7.290176630891064e-05,8.313744908741054e-06,4.8703462076520694e-05,0.00011369805525118142,2.6296586848507377e-05,4.0565751998883305e-05,2.1686930608966768e-05,1.5590995507769106e-05
1652,0.001892654850967596,9.442305407519848e-05,6.904840979878556e-05,1.9018235016514916e-05,1.546373069934116e-05,9.978325700185967e-05,0.00011105645562209431,6.78840866063055e-05,2.226693865615536e-05,5.029032823887828e-05,0.00010892158049347414,2.7704537722245126e-05,2.0230866869047886e-05,1.9639991304901128e-05,1.8063715933919373e-05
1653,0.0019118574814608405,0.00010417372758937562,4.721296232636728e-05,2.0326667174471033e-05,8.958890962400962e-06,9.847084135463182e-05,9.057754845038287e-05,6.247934291332214e-05,1.7874994493360247e-05,4.7531279423408635e-05,0.00011703181013870251,2.5615096549929826e-05,1.7619168632267623e-05,1.9540798599477745e-05,1.2291765155541786e-05
1654,0.0019295297590336494,0.00010151503697295285,4.3825879143657986e-05,1.9026934833849766e-05,3.119832785654581e-05,0.00010858896342887114,0.00010737953752741917,6.576766673390202e-05,1.9949446782834696e-05,4.999707213985114e-05,0.00013421105727439678,2.84980458915621e-05,3.2263232202969566e-05,1.8792686761031404e-05,1.9466990832754053e-05
1655,0.0019084400444301,9.430369513863004e-05,5.7738972400999235e-05,1.9018570458896903e-05,1.122121373824136e-05,0.00010594722873747309,0.00011380867697107313,6.731604282766653e-05,1.638463998399303e-05,5.3073042647719176e-05,0.00010384132678970762,2.3470094536132656e-05,2.6262018484349454e-05,1.8770807038174337e-05,1.9155389664496933e-05
1656,0.0018848145657562251,9.405554790905277e-05,5.666169931716359e-05,1.645557563380827e-05,8.365797319606367e-06,0.00010448624563328367,0.00013216452282130702,6.005836473654651e-05,3.3345305767555535e-05,4.7963471157335194e-05,0.00010289828722045459,2.826680686447312e-05,2.9298302244608115e-05,2.0960906061522023e-05,1.66606480030123e-05
1657,0.0019031139796546917,9.830850990981063e-05,6.773895987936709e-05,1.8696536886215944e-05,1.3919202565830903e-05,0.0001001750327474329,0.0001081416917971356,6.841208499847018e-05,2.8478207982682692e-05,5.1772069862032885e-05,0.00011245851175421709,2.5833264260531272e-05,4.072082301758394e-05,1.8982201457798647e-05,2.5213063232181268e-05
1658,0.0019322669833243484,0.00010044884089714353,8.310789178486884e-05,1.8445154340848875e-05,1.6501800101659117e-05,0.0001047271752084647,8.178312894485261e-05,7.165369743964496e-05,2.5634203682342767e-05,5.075035065412858e-05,7.993422859255096e-05,2.73294991694332e-05,3.5800666763616e-05,1.76143629175389e-05,1.789793315732941e-05
1659,0.0019542876256418676,0.00010572458080558263,5.385445321546851e-05,1.6159855778691366e-05,1.6951307999845972e-05,9.863443657645598e-05,0.00011203849276919531,6.384627313992973e-05,2.0804558217025256e-05,5.4984707631236486e-05,0.00013753305119074155,2.6903517147212636e-05,3.306489591334803e-05,1.9756418340793978e-05,1.7588015307024333e-05
1660,0.0018895888283252387,9.544342940928283e-05,6.04481160610341e-05,1.8721950939349372e-05,1.6437534903593213e-05,0.00010724334792729215,0.00011105377090507183,6.532317345577941e-05,1.9938636084219962e-05,5.262325571702754e-05,0.00012818291728487643,2.3702841648425878e-05,3.3915014422862674e-05,1.7852203662167918e-05,1.8813515041077398e-05
1661,0.0019215090623742785,0.0001002802080197901,7.692626069744752e-05,1.8470954544714136e-05,8.763360096772886e-06,0.0001064144849892909,8.928195651924323e-05,6.284657899428359e-05,2.8438685779738106e-05,5.65437813447099e-05,9.10458884603115e-05,2.7316758894375178e-05,2.6253840186334738e-05,1.773010160899019e-05,2.3942779494384725e-05
1662,0.0019339838180306474,9.374611663249318e-05,4.308583072341063e-05,1.8616497091281277e-05,1.9954642286113163e-05,0.00010444526743687592,0.0001221652494609697,6.282035440620436e-05,1.351011158982722e-05,5.550662915598326e-05,0.0001020352798032048,2.8409545884902675e-05,1.6294249753274082e-05,2.1717648310645927e-05,3.154205942253749e-05
1663,0.0018901939268024836,9.837664499643675e-05,4.067095852037161e-05,1.7858503159398848e-05,1.5870823791573228e-05,0.00010342516466988676,0.00014214936704236682,6.664655359405651e-05,2.796980874050694e-05,5.1751645700302525e-05,0.00011757634895914596,2.5852782291149864e-05,2.531137704263179e-05,2.293490596048009e-05,1.940935683145237e-05
1664,0.0018845838456491566,9.766682331657783e-05,4.930089760733672e-05,1.7733624113714297e-05,9.93132700952159e-06,0.00010022309951351286,9.507187552238155e-05,6.627445074103961e-05,3.009697775274581e-05,4.793244220334435e-05,0.00011975002746653497,2.4884672205831336e-05,4.304429180921709e-05,1.9159513492840625e-05,3.51965300998576e-05
