tree,total_branch_length,Nigeria,Nigeria_random,Cameroon,Cameroon_random,Democratic Republic of the Congo,Democratic Republic of the Congo_random,Uganda,Uganda_random,Zambia,Zambia_random,Malawi,Malawi_random,Mozambique,Mozambique_random
596,0.001923403537755879,9.637351071583016e-05,4.825058904231005e-05,1.9871212701220217e-05,9.778646756369597e-06,0.00010156490203328894,0.00010899295306095007,6.701872501399162e-05,1.364094169613978e-05,4.912708913403581e-05,0.00013375006089250607,2.6208741242587062e-05,3.1813712651441875e-05,1.656389351192421e-05,2.4109041700314882e-05
597,0.0019097864954293429,0.00010574178577416808,6.91290232882702e-05,1.883411132928988e-05,1.8647397323707246e-05,0.00010429559825054927,0.0001040610138811069,6.658112426584178e-05,1.535891391632395e-05,5.135713578797887e-05,0.00011015601494471726,2.508544184572038e-05,2.4419655406490498e-05,1.5776687171980023e-05,1.6603789155745325e-05
598,0.0019146568922396097,0.00011423841648414319,6.408468051886289e-05,1.7235680396095795e-05,2.19989865949022e-05,0.00010650969208938327,9.74973008343121e-05,7.042131850725029e-05,1.9079621906783854e-05,5.116765696059136e-05,0.00010501352700137672,2.883578797585693e-05,2.6462644805615252e-05,1.4045970767116289e-05,1.1529770370627022e-05
599,0.001935353738903187,9.883552532589349e-05,8.100900456057994e-05,2.2174631667057658e-05,1.833801404208489e-05,9.953699857735438e-05,0.00012777968028896964,6.526156226362959e-05,1.25387965781887e-05,4.823929498342446e-05,0.00010171117567032485,2.6202533118851708e-05,3.2928366355873366e-05,1.7360630496617274e-05,2.0042846795662516e-05
600,0.0018943231755740742,0.00010266467490072898,6.41752055525861e-05,2.0409492071249728e-05,1.789438832587001e-05,0.00010952745027515494,9.309641634266648e-05,6.573658357745746e-05,2.322674184141761e-05,5.117648967252562e-05,0.00012555917211602187,2.7690298245499614e-05,2.0442417361386626e-05,1.4891812846664493e-05,1.376825736718306e-05
601,0.0019234461466014928,0.00010709345435944541,5.207210415548438e-05,1.5500525842460392e-05,2.0822225394246437e-05,0.00010248357255653647,0.00013590741435241804,6.400564962831751e-05,2.0407921129017743e-05,5.418090925850901e-05,0.00012476574972833995,2.7850291941168125e-05,1.9882165115221555e-05,1.755717468788446e-05,2.066770808790584e-05
602,0.0018868557762337023,9.92923333076128e-05,6.499168236223803e-05,1.433018847667839e-05,1.13677456178862e-05,0.00010466743279672784,0.00011060578366199809,6.14844948758264e-05,1.576725121483374e-05,5.3656465469205513e-05,0.00010046990036363169,2.555592580155675e-05,3.533954395244267e-05,1.7498447985259255e-05,1.1550975177538692e-05
603,0.0019357023286888204,9.970901312396645e-05,6.559244291250784e-05,1.4506579122395072e-05,2.097815726461805e-05,0.00011507752087824646,0.00011473774936195417,6.639163207596823e-05,4.186504976509014e-05,4.9579860943155425e-05,0.00011158881396974743,2.709418424081951e-05,2.8530559234237612e-05,1.7052259447941686e-05,1.6445493834921004e-05
604,0.0018807153305315004,0.00010003538447291797,5.280453285713585e-05,1.5150660864046445e-05,1.5555369098835693e-05,0.00010606240743808639,0.00012285323787717566,6.546706043368761e-05,1.3830101727650874e-05,5.0437792584123514e-05,0.00011058523732326332,2.876818073236677e-05,2.866527821575402e-05,1.4078869945156544e-05,1.5217798926068843e-05
605,0.0018868116952474492,9.713637647002448e-05,7.784747743870514e-05,1.8177893144444334e-05,1.0412856442676985e-05,0.00010515552431324235,0.00010646988957181496,6.0830290360123314e-05,2.0394804497178478e-05,5.286849606589016e-05,0.0001495559878202117,2.9539866973278626e-05,3.8822399583265336e-05,1.961366498412563e-05,1.2223576243668025e-05
606,0.0019032186816062553,0.00010269172561769898,5.7772993932480796e-05,1.516265280298917e-05,1.5435283735901585e-05,9.791752185706265e-05,0.00010078421637438025,6.058651422542337e-05,2.0017782482839586e-05,5.6191218273754246e-05,0.00012945990065939446,2.5785148294726933e-05,2.6042209869949536e-05,1.7091029247181177e-05,1.5037513021991505e-05
607,0.001877653968779557,9.82341211225818e-05,6.982839292635776e-05,1.4138942235933285e-05,1.0467063679592747e-05,0.00010392931448190493,0.00012749104611168216,6.410540427948105e-05,1.2600166681991974e-05,4.911546566511169e-05,0.00010410464811555281,2.3886932946449784e-05,4.5222900615380594e-05,1.9569104994112026e-05,1.9224909916079527e-05
608,0.0019148606982553613,9.739576948594535e-05,5.682815938677925e-05,1.6920715662090266e-05,1.4173287188887175e-05,0.0001011983323688868,0.00010704418317013351,6.470129950164128e-05,3.149414714084006e-05,4.989280223390816e-05,8.965175643622881e-05,2.8820915715188503e-05,3.009523339080034e-05,1.7736740745771763e-05,2.1858169962870417e-05
609,0.0018995813270828261,9.769145801200984e-05,6.947777732586521e-05,1.991929686012174e-05,7.565984022008584e-06,0.00010232039866856662,8.229381020217444e-05,6.719755528913646e-05,1.968446038957787e-05,5.37471584565847e-05,0.00013960738708662483,2.7560711037622702e-05,2.5207500558672167e-05,1.7674943760403452e-05,2.03993005026765e-05
610,0.0018993761737735658,9.902280944613234e-05,5.5122860655764e-05,1.808235262608371e-05,7.935800519216817e-06,0.00010530602154868287,0.00010865452040742301,7.188008214800354e-05,2.229212068747795e-05,5.7702419136460535e-05,8.93673581375098e-05,2.5759388610529805e-05,3.152955799232311e-05,1.7193760725597515e-05,2.4091732322617e-05
611,0.0019061075955944676,0.00010606933096908274,8.877223079415872e-05,1.7272870305606695e-05,9.654621005551235e-06,9.900019474763828e-05,0.00010893385970719418,6.097109287563681e-05,1.5442989014334248e-05,5.2881485384570276e-05,0.00011528836156689368,2.4892289525147663e-05,2.5551117341492168e-05,2.1001808503353986e-05,1.6479281293903117e-05
612,0.0018734657750144614,9.241729248591615e-05,6.372603417805281e-05,1.5843368737078608e-05,1.0352957654141681e-05,0.00010631920390878017,0.00010881154315438594,6.474757932756203e-05,2.67593132775917e-05,5.039903549366033e-05,0.00010157162056021385,2.8832286604874935e-05,2.3099578364075765e-05,1.6068188530180124e-05,1.868515484372557e-05
613,0.0018936500939712828,9.86509537888639e-05,8.784828041133192e-05,1.8948142308553365e-05,1.6210071498847867e-05,0.00010003535342074888,9.990877574617184e-05,7.319057403811034e-05,2.7018403678520913e-05,5.403371811341182e-05,0.00010856552279485268,2.74187650693143e-05,5.391997577699971e-05,1.6410850536129062e-05,1.0714291465776637e-05
614,0.0018859624890280467,9.472117441256043e-05,5.116481104369751e-05,1.8707813236422616e-05,2.391277746038585e-05,0.00010657362285807393,0.0001105956233865273,6.827358291796475e-05,3.9620418153268064e-05,4.986982503635859e-05,0.00010016434208384739,2.6605286700364045e-05,1.9841458763296274e-05,2.2672402076721583e-05,1.2751146945690506e-05
615,0.0018813476262800216,9.837846723914287e-05,7.094589392793796e-05,1.6685085720953346e-05,1.8259520572143622e-05,0.00010990110414057326,0.0001355805830319753,6.671357984343773e-05,2.3927427247614434e-05,5.159864518910367e-05,0.00012588771118474855,2.606197837789711e-05,3.1129230686083266e-05,1.8726510560730788e-05,1.6218811255409773e-05
616,0.0019160635681712062,0.00010174498617506128,6.588693247955692e-05,1.673886957581118e-05,1.9288892914498968e-05,0.00010373942876987317,9.547757094989593e-05,6.048494842404218e-05,2.6770512106690783e-05,5.2396687212692694e-05,9.777903502981465e-05,3.01164974782428e-05,5.77252961155622e-05,1.8566678180926372e-05,1.2116867509941436e-05
617,0.0019324931611703232,0.00010365940058534233,6.333339274529749e-05,1.9721698907081836e-05,2.1984720480083646e-05,0.00010045351325325795,0.00012597341628976105,6.140421652216688e-05,1.8375101399711272e-05,5.165179056610303e-05,0.00010228008156733812,2.3312857019784075e-05,3.719969889270339e-05,1.9861355131441973e-05,1.2541326110282903e-05
618,0.0018891431814991914,9.186379494185754e-05,6.652039407634494e-05,2.193529940680691e-05,9.932232226430833e-06,0.00010125063817701427,0.00010010757714642993,6.300121662538368e-05,3.421127639434765e-05,5.269623223780697e-05,0.00011864937656953616,2.8052765771714467e-05,2.755629650302155e-05,2.1253707309488263e-05,1.5741198337111163e-05
619,0.0018847202352975552,8.603184469466825e-05,6.080513697324691e-05,1.998290084326824e-05,1.0755358078948533e-05,9.846054638383193e-05,9.39915278874695e-05,6.105842278193935e-05,2.271146754221124e-05,5.329121511175113e-05,8.607314142148248e-05,2.4439863130359517e-05,3.515683197371296e-05,2.018745349751435e-05,1.473716106413156e-05
620,0.0018511463247115273,9.516736385222391e-05,6.210282634729709e-05,1.9790976403439436e-05,1.8987903702223988e-05,9.925353919863203e-05,0.00010930231700589368,7.05025279983092e-05,1.975496862373794e-05,5.491219244207319e-05,0.0001426716438335451,2.8671137241757533e-05,3.772165911883232e-05,1.7194982333038587e-05,1.5250637025753834e-05
621,0.0018839656075737845,9.470845790236662e-05,5.531079611745932e-05,1.4083962071590817e-05,1.1526834224916127e-05,0.0001012184619401924,7.435586629927506e-05,6.9247270535436e-05,2.4726860519039143e-05,5.270220286100963e-05,8.24746257300675e-05,2.9737340084378143e-05,3.510502019003683e-05,1.805658166249423e-05,1.625687849548651e-05
622,0.0018776643903120655,9.634390834209776e-05,5.968709550801675e-05,2.0308688451476514e-05,2.375066606946424e-05,0.00010523540202167871,0.00010339236473832364,6.333800815568188e-05,1.006413691294057e-05,5.1934421014337984e-05,0.00010218902699800077,3.103076985865407e-05,3.497889684519117e-05,1.9382960699009574e-05,2.792725879584377e-05
623,0.0019188586582543831,9.651347247506873e-05,6.472664540818087e-05,1.7791591099453313e-05,1.4439472902834719e-05,0.00010426830931404099,8.845293390329859e-05,6.37453221152039e-05,2.4387607548758327e-05,5.189470312630916e-05,0.00014565098429185938,2.7109595451440312e-05,2.2321683021164643e-05,2.174405617732752e-05,1.2005953336397066e-05
624,0.0018968695087987434,0.00010226293273060206,5.230243091956972e-05,2.1060149475042415e-05,1.2132125414810466e-05,0.00010260611712160743,9.8700310689035e-05,7.094554232133518e-05,1.6997732138559563e-05,5.229026059701703e-05,0.00010787439389578837,2.885112133415484e-05,3.6766536454686154e-05,1.724800461774074e-05,2.3130596126738363e-05
625,0.0019188808940464853,0.00010175560800199514,7.908460030026272e-05,1.9122488568686265e-05,1.4473252041015319e-05,0.00010028186134234014,0.00010501086856523883,6.879267904582871e-05,2.447546891235202e-05,5.446654152773821e-05,9.437411418752309e-05,2.8746639368480752e-05,3.60821010810578e-05,1.8684907190134794e-05,2.1942255502139466e-05
626,0.0019265130683618367,9.732114276068634e-05,6.087362261695769e-05,1.6235526110578574e-05,1.224367727226225e-05,0.00010312883825356776,0.00010494661370778909,7.317389852092948e-05,3.2159338088139e-05,4.939053393620131e-05,0.00011447828219576122,2.551336625818525e-05,2.8021397847277944e-05,1.837578791973331e-05,2.9653921491114028e-05
627,0.0019152965497728476,9.783650998056973e-05,5.4534442682913076e-05,2.4308452397829713e-05,2.4560977727380038e-05,9.860025677875376e-05,0.00011680059285310409,6.861968918319902e-05,2.333702260201554e-05,4.790393568127548e-05,0.00015220324414564603,2.0113960712002128e-05,4.1016998041170814e-05,1.6752321742941837e-05,1.6654077359528133e-05
628,0.0018751222405503716,0.00010043041095859299,0.00010009522257038348,2.0246824175230256e-05,1.3020137022703819e-05,0.00010631332374648754,0.000118590963467644,7.139876210942708e-05,1.939932859568931e-05,5.122814183953876e-05,0.00011615269201978046,2.5624319862059715e-05,2.5659932587220047e-05,1.6386338560957876e-05,1.3436669256779903e-05
629,0.0018919960731326067,9.723736420665574e-05,5.22782033359542e-05,1.855651097122527e-05,1.3195437267044755e-05,9.950218796703257e-05,0.00010073572984125364,6.538049942835878e-05,9.661633846575271e-06,4.762236327767507e-05,8.737006481074165e-05,2.4124716166357705e-05,3.509322486308858e-05,2.0228742166932467e-05,1.2348056540762223e-05
630,0.0018986442001326519,0.00010037756242949275,9.332116543094883e-05,1.4369181979649853e-05,2.324525755125059e-05,9.463198121598452e-05,0.00010438802645831554,6.30171177005564e-05,2.4080360323267425e-05,5.3879970258023614e-05,0.0001061435405763961,2.7769421395993157e-05,4.147476653701865e-05,1.8921326553238095e-05,2.0632912623189288e-05
631,0.0019058757207153693,0.000107701407207957,8.139153548320259e-05,1.5887387974658712e-05,2.4750697209306163e-05,9.746387778538246e-05,8.195559842525801e-05,5.7130041518766144e-05,1.5346942399973662e-05,5.48943959759198e-05,9.971072081373187e-05,2.986428548317063e-05,3.4736411382095544e-05,2.024261366771014e-05,1.792918415331312e-05
632,0.0018949378399290486,0.00010020730983392322,4.83606759244862e-05,1.6816383205190463e-05,1.4743651713907888e-05,9.768771137777066e-05,0.0001287871648583171,6.233512865759928e-05,2.4732847051040603e-05,4.989234760837172e-05,0.00010029964835975378,2.9905525649905756e-05,3.690318355494232e-05,2.1645953900924437e-05,2.115437050277994e-05
633,0.0018715060040360198,9.626066481184287e-05,5.224195562351973e-05,1.6321260862538515e-05,1.982075941314395e-05,0.0001015400780485932,0.00010864945356101616,6.252928722104683e-05,2.6180447277706622e-05,5.0757759766565215e-05,0.00012758500347072993,2.1220593665004055e-05,4.406264370754244e-05,1.975851647556385e-05,1.8599237665043464e-05
634,0.0018808277553005587,0.00010234126421460542,6.001378438948266e-05,2.1155543868268262e-05,1.0532551815742352e-05,9.789367771806932e-05,0.00011716949779200844,6.348094026023868e-05,2.591625119862935e-05,5.182307439474199e-05,0.00010643119162794998,2.8329409876721437e-05,3.384032235251343e-05,1.5617928857962005e-05,3.5311363864872804e-05
635,0.0018946468883468473,0.0001061969837492867,4.166430519747218e-05,2.0737108221174482e-05,1.2845552891565474e-05,0.00010204381222522199,9.570281538182849e-05,6.579217841224208e-05,3.176957878889622e-05,4.7972557537619446e-05,9.100692423488635e-05,2.6388691174332197e-05,3.6106198773656114e-05,2.0918169342909465e-05,1.4796028799733511e-05
636,0.0019311579124903413,0.0001066458959161588,5.6733524792194944e-05,1.7700320310735235e-05,6.2724694910797855e-06,9.96286585672908e-05,0.000121137270272062,6.527245763393217e-05,1.6905851049677564e-05,5.472454212199782e-05,9.525637538141708e-05,2.9039434975206696e-05,3.470205698530857e-05,2.103668435098245e-05,1.8249313507166104e-05
637,0.001962070858497697,0.00010043212004279571,6.20853269935925e-05,1.8684702840939676e-05,9.20427219388252e-06,0.00010364348321008094,0.00010225039445691756,6.421360909247354e-05,3.157862667791116e-05,5.525659610082154e-05,0.00013492854410399697,2.736827638681735e-05,5.429417914467878e-05,2.1439530489218792e-05,2.868729525028614e-05
638,0.0019132625959029427,0.0001030627027722099,5.621606352723468e-05,1.7434218308911946e-05,9.798255151287133e-06,0.0001040746244125204,9.612017176513911e-05,7.106698270352191e-05,2.4374035910530376e-05,5.4461005311661056e-05,9.096488711974118e-05,2.6390923140101955e-05,2.455428616623392e-05,1.986595009943271e-05,8.595792837149362e-06
639,0.001877726883196353,0.00010015492718347852,4.3488016206167214e-05,1.9926255530755815e-05,1.3064045582736501e-05,0.00010961826790506501,8.741746544967447e-05,7.12006935766475e-05,2.2358350813098723e-05,5.1454157942618876e-05,9.650851100467773e-05,2.234227120250865e-05,2.824620267890014e-05,2.1705155437344104e-05,2.707661277750453e-05
640,0.0019150792684071065,0.00010380128285690298,6.2656110664636e-05,1.9621632465646527e-05,1.7553171024255968e-05,0.00010335903358822587,9.917727627108933e-05,6.626558797076217e-05,1.8272901892182197e-05,5.306353506348647e-05,0.00011544335374431922,2.3532351435164977e-05,2.7531154546791073e-05,1.944184201101845e-05,7.435639729505127e-06
641,0.0018947412618401955,0.00010610516124102379,5.367640518554777e-05,1.967485669194342e-05,1.3861174517989898e-05,0.00010174163028574073,0.0001097280689566515,6.156640020090658e-05,2.925475201378657e-05,5.219813356810215e-05,0.00011245485344718543,2.204081113740255e-05,2.946217642079427e-05,1.834105620617324e-05,1.0871726648705587e-05
642,0.0019142085394056305,0.00010844617496400021,6.721800432099492e-05,1.561562913799568e-05,2.2887295187826954e-05,0.00010442110910318454,0.00011334154990612615,6.35265239961394e-05,1.9691098286026302e-05,5.1463004122954655e-05,0.00012487942091716033,2.7785285564446878e-05,3.072628547397954e-05,1.9267600884327867e-05,9.089307370309429e-06
643,0.0018973612811962193,9.543733878642283e-05,6.155137786942495e-05,1.9834102236199365e-05,7.887873096522639e-06,0.00010076550870471231,8.435201210246681e-05,5.874997250235434e-05,8.017759930189225e-06,5.96320056886453e-05,0.0001349382013623138,2.434602980864813e-05,3.0954012784172296e-05,2.0653131175366827e-05,1.3795435108816421e-05
644,0.0019084040356073355,0.00010491383437323228,6.052079598039151e-05,1.9875888250207906e-05,2.325098064948246e-05,9.305326909365497e-05,9.51359281173166e-05,5.859064963246899e-05,1.626717110827505e-05,5.6026249407483634e-05,0.00011858928914176186,2.3334633268810943e-05,3.92693649731424e-05,1.655561648037599e-05,2.071378454955434e-05
645,0.0019093663711907912,9.771964640368147e-05,7.70979117813615e-05,1.8531854723490785e-05,1.763957251515449e-05,0.00010863776971699779,8.770019515491286e-05,7.433477642382704e-05,2.341989403070754e-05,5.401512884796954e-05,0.00011875682810488048,2.399746125151354e-05,2.1309689912985203e-05,1.9811642043395233e-05,1.9390787520123538e-05
646,0.00189364329636872,9.962033461360215e-05,6.854002328544081e-05,1.826436273917294e-05,8.431491242880075e-06,9.99581667653353e-05,0.0001136064687224964,6.671106886215459e-05,2.2680022577050872e-05,4.831278959033236e-05,0.0001206145367188213,2.6283605419360253e-05,2.8250271967095826e-05,1.930848182631604e-05,2.2700874655288798e-05
647,0.001951265912265651,9.412953080418346e-05,5.5799265334551245e-05,2.059357585336495e-05,3.4677906121616644e-05,9.748401772075575e-05,9.83342118512896e-05,6.995822533870902e-05,3.252623151763878e-05,5.564957973098572e-05,0.00011664838725522811,2.6330534070404844e-05,3.31936822176714e-05,1.9473904329001543e-05,1.4516467527961015e-05
648,0.0019481785176680448,0.00010433048304242,4.720496884834304e-05,2.2169722297821215e-05,3.17923194180429e-05,0.00010029182534681018,0.00011042209636931899,7.400719821070182e-05,2.740924358488419e-05,5.654314768451093e-05,0.00012158595008351426,2.5166285060365364e-05,1.8109390620263876e-05,1.9298690329239794e-05,1.4924965404142189e-05
649,0.0018519429952188263,9.912716891899301e-05,7.352252760888141e-05,1.8986611174632954e-05,6.3025650390501845e-06,9.779264858818726e-05,9.178072605908055e-05,6.187486260182413e-05,1.703422032314295e-05,5.0456317510539934e-05,0.00011609232140277607,2.500565974028067e-05,2.789916530131437e-05,1.9539323900904853e-05,1.4480660081252336e-05
650,0.0018900371816623707,9.521101716792289e-05,6.692037322691123e-05,1.9776202003526748e-05,1.0541724426865696e-05,0.00010005663290239657,0.00015008528629258697,6.842947294786756e-05,1.1774591983725697e-05,5.0094693484811336e-05,0.00012143273644434288,2.7249047325267426e-05,2.9054622120450787e-05,2.2833366417860995e-05,1.5890637397852122e-05
651,0.0018875958335530891,0.00010093556365255033,6.301428868765117e-05,1.8098727384195656e-05,1.993884717646304e-05,9.729705194965778e-05,0.00013827725665874094,6.471397241230204e-05,2.0949953433256965e-05,5.1232311170526425e-05,0.00012690013403608312,2.2933076696238924e-05,5.182978613564766e-05,2.303441938898308e-05,1.9516966936556452e-05
652,0.0019345007699402407,0.00010141768128763494,5.054602047542154e-05,2.0347733131028528e-05,1.819856823774015e-05,0.00010093951872600288,9.607508071042786e-05,6.525502475980874e-05,1.952338852415341e-05,5.645029595510221e-05,0.00012797967550529673,2.642807722475068e-05,4.541406146248584e-05,2.0302212119220663e-05,1.1288888038728196e-05
653,0.0019119634909474511,9.969000915967144e-05,7.286206936240745e-05,1.849063991494755e-05,1.950450934341385e-05,0.00010030581043913526,0.00011337617352808653,6.553718206032066e-05,3.559824484650198e-05,4.7914100113624885e-05,0.00010288794902258737,2.9897368158380384e-05,3.573699499303065e-05,1.885534118496561e-05,1.5345660522731504e-05
654,0.0018774843184765197,0.00010262212071454504,4.716836246667429e-05,1.8949227633585685e-05,3.240529338491738e-05,9.051105978828797e-05,0.0001097736631060595,6.990541637871286e-05,1.2589749801129521e-05,5.592230289081868e-05,0.00011416509146073943,2.929290620841277e-05,3.8040352004256725e-05,1.9114419240918654e-05,1.327329380095086e-05
655,0.0019071750061107054,0.00010163958149696814,7.004479744970914e-05,1.727615325005597e-05,1.0004495044545376e-05,9.798368346274197e-05,0.00011084034730837831,6.915065437276455e-05,2.227572582863069e-05,4.9751373096011556e-05,0.00011579734405536661,2.5401016379765582e-05,2.0836846190541236e-05,1.8619500551619135e-05,1.3697280466051006e-05
656,0.0018928629986149285,9.819492163757161e-05,4.151536842966828e-05,1.9662055007042475e-05,1.1846837293073668e-05,9.327959372790271e-05,0.00010553169697556891,6.899605873943908e-05,2.5823947304215878e-05,5.2654710972748625e-05,0.00010664402120534556,2.6777343141914153e-05,4.3463765649897745e-05,1.78501201933811e-05,2.3004571080187343e-05
657,0.0019026172352487585,0.00010093294590981638,4.9652536165313826e-05,1.7315745718700717e-05,7.932255087978075e-06,0.00010097015036900038,0.0001067465256420954,6.647941264185508e-05,2.1398581170302584e-05,5.3818598642535465e-05,0.00011242827483669803,2.7028905685406784e-05,3.378343261215607e-05,2.087216998415773e-05,1.4555737286833445e-05
658,0.001901889968864485,9.404934279057774e-05,7.219999443352316e-05,1.877698806429127e-05,5.617512029744854e-06,0.00010083258294317325,9.26357326138591e-05,7.265886359675766e-05,1.4552500057808237e-05,5.383237672633304e-05,0.00010160297085193499,2.613811233491848e-05,3.220383655071213e-05,2.0858874324094145e-05,2.4783426971202328e-05
659,0.001932056220287719,9.48222771143621e-05,5.608857443707032e-05,1.9334343320487465e-05,7.785467352272287e-06,0.0001013706804071572,0.00012365910673436367,6.500880069195379e-05,1.0258722601891486e-05,5.457074556312132e-05,0.00012951247542100706,2.7308188818289322e-05,3.235255971333214e-05,2.0371659042321515e-05,1.593832603814728e-05
660,0.0018876184240496192,0.00010309303021607558,6.983002486840909e-05,1.8096698497727538e-05,1.2471416329004918e-05,9.74751237424942e-05,0.0001359761949552582,6.708341159227297e-05,2.7387470622324342e-05,5.446203163384021e-05,0.00013999059977640497,2.5033545579998323e-05,4.176040859650912e-05,1.9962715139385965e-05,1.7601346198597252e-05
661,0.0018890525614928123,9.472282068630471e-05,6.23549995650498e-05,1.7249509669792912e-05,9.28823180253429e-06,0.00010006338517997196,7.758780332532342e-05,7.4738960190912e-05,1.6789566267845892e-05,5.337533934559376e-05,0.00011395720136751298,2.385332310960147e-05,3.360204437418898e-05,1.920988163270159e-05,2.1399444409947715e-05
662,0.0018937269740947182,0.00010120053250561823,5.766520489857547e-05,1.6020450333530502e-05,1.9549157867212574e-05,9.841381487861499e-05,0.00010156586333847132,7.069391798509932e-05,1.3677460849641568e-05,5.377974041799742e-05,0.00011678713665021082,2.534676150642962e-05,2.5213021327982407e-05,1.8677821127247723e-05,1.743710409371664e-05
663,0.001899838183861957,0.0001058507487076317,7.044002717996028e-05,1.9404847371867328e-05,9.973963806273432e-06,0.00010022767319220905,0.00012599846207920627,6.803345922024419e-05,1.591132615327666e-05,4.920938572839121e-05,0.00014495453113093902,2.554314502880065e-05,2.9790691569789958e-05,1.845238424769873e-05,1.8267896443390635e-05
664,0.0019254771489983975,9.808834265203617e-05,4.98067430770644e-05,1.810060163340982e-05,1.2746768349269954e-05,0.00011194725611447603,0.00012182082842700161,6.735853522861338e-05,1.8054274714092607e-05,5.938830714790548e-05,0.00010260338918294861,2.7398388120977724e-05,3.372659185147406e-05,1.8990816638814276e-05,1.3906833223372838e-05
665,0.0018961501989610066,0.00011169682297032871,4.822964542004499e-05,1.804146824928212e-05,1.7296633189646093e-05,0.00010457949699979835,9.481248857762204e-05,6.559753898729287e-05,9.837805022882076e-06,5.1810211578659764e-05,0.0001356468808183936,2.532902182367843e-05,2.5262639148656164e-05,1.8904229843228143e-05,1.2902550102772761e-05
666,0.001871136863890786,0.00010370481827421123,5.194819301309879e-05,1.7433337721964835e-05,1.5943186801568388e-05,9.911088852511711e-05,0.00010334198483717043,6.408424033170468e-05,1.938108526693778e-05,4.791734327173154e-05,9.727048980306529e-05,2.5197460218493546e-05,4.147361638040222e-05,1.863284414845923e-05,2.5889175940727776e-05
667,0.001945500306282511,0.00010321457532645674,6.993648424549032e-05,2.1102778562813885e-05,1.2621061507590674e-05,0.00010875564902171125,0.00011192447923995719,6.509679248372659e-05,1.9854150490129395e-05,5.053475609753471e-05,0.000140793062629033,2.6480136705222396e-05,3.609514419979456e-05,1.7851133425281175e-05,2.450613969735599e-05
668,0.0019399621369706559,0.00010097013342403975,6.001451354593944e-05,1.5768969109864828e-05,7.62041472700801e-06,0.00011136293178809378,0.00011248522125721573,6.834877874573107e-05,3.128859866803721e-05,4.8762001398450086e-05,0.00011924249475487128,2.423417970374227e-05,3.666015984925557e-05,1.9197766037396804e-05,1.7560073613266105e-05
669,0.0019097823457443442,9.622011922966666e-05,6.348160389946667e-05,1.917952739844157e-05,1.758397452797031e-05,0.00010228260689006357,0.00010656888232035721,6.459636400803562e-05,1.8919489070833365e-05,5.186610473756001e-05,0.00011588475709900471,2.631867907010527e-05,4.821330410692635e-05,2.1132041087206215e-05,2.6080741689381943e-05
670,0.0018779758394105762,0.00010594130637021069,7.409528983671728e-05,1.631030971572969e-05,3.233449487526118e-05,0.0001005334148482407,0.0001164829109119741,6.798678497291774e-05,1.6578335369232117e-05,4.9881784757315655e-05,0.00012061806357782732,2.4803548874934977e-05,2.0323269435274915e-05,2.413757352660688e-05,7.969413726625473e-06
671,0.0018993470422779726,0.00010082000430769217,7.716607225096805e-05,1.854052517902163e-05,6.997309179416133e-06,0.0001027500394949084,0.00010815363163488453,6.454856459860918e-05,1.4445204049108205e-05,4.962064857762954e-05,0.0001240560616999828,2.9118677893415516e-05,3.33093572334334e-05,2.1092995747813313e-05,2.0935376058936082e-05
672,0.0019081144792368688,0.00010848564654160776,7.061265910466739e-05,1.6807637255565784e-05,1.4260781836081867e-05,0.00010648574320353617,8.176362999745904e-05,7.050360247544667e-05,1.645145458359842e-05,5.020113382530212e-05,0.0001376204422959726,2.870172412619814e-05,2.7574724666920916e-05,1.7993308655044234e-05,2.8114384846788208e-05
673,0.0019140658373734004,9.373691059304636e-05,7.5583457116405e-05,1.6302718513731525e-05,2.572436798639632e-05,9.431604094134352e-05,0.00010964396239398566,7.396807301803909e-05,2.122996214140257e-05,5.258274460604828e-05,0.0001200720821915109,3.0577771534882805e-05,2.9793764320309047e-05,1.7719841560930993e-05,3.091305494860928e-05
674,0.001910821696342583,9.882703675988497e-05,5.407129125622979e-05,2.149788087146159e-05,2.3120710467788505e-05,0.00010555012888489607,0.00010649373605827318,6.736682130654916e-05,2.1868009318687723e-05,5.186011167143288e-05,0.0001283463147863954,2.540683799190412e-05,2.7435408440978654e-05,1.9022110471648155e-05,1.8687536362362598e-05
675,0.0018827600528199119,9.157959013836791e-05,6.0523222314759744e-05,1.9926781389609672e-05,1.4513244163047272e-05,0.00010136974915884956,8.694244194320448e-05,6.293359072275916e-05,2.5671251248958818e-05,5.495320504473678e-05,0.00011791425375356351,2.8747008659569563e-05,4.433493036973225e-05,1.7066836023821395e-05,2.1165215654695563e-05
676,0.0019209892760070776,9.971902881037342e-05,8.302256036406101e-05,2.2209804197486846e-05,1.9057221777264146e-05,0.00010218745399730492,0.00011449767825267394,6.524330817260569e-05,1.979763688663306e-05,5.001251638762135e-05,0.00011890682099677165,2.651030609674104e-05,1.7613743836618692e-05,1.96494626307454e-05,1.6205194492851767e-05
677,0.001931686607878381,0.00010513061721024704,8.321703202416588e-05,1.7986394494894e-05,1.4775734526096922e-05,0.00010643968044011598,0.00010991209377615675,6.804296044170158e-05,3.035240819736825e-05,4.9482101754870804e-05,0.00013569971955207285,2.8487875770843215e-05,4.1780084157264e-05,1.9113694923039107e-05,1.1511661983528397e-05
