country,V,Km,max_intros,percent_captured
Cameroon,24.5575898110109,39.5598252245671,18,0.7329709527084507
Cameroon,24.99613444578841,42.63940763030637,17,0.6801051593345195
Cameroon,20.52052532999179,39.40024449242595,15,0.7309754384346456
Cameroon,24.08842984004974,41.76135965432361,17,0.7057330059651947
Cameroon,23.285188342405693,38.31251888777534,18,0.7730235948841092
Cameroon,22.365412403689174,31.95740875956724,18,0.804814133319129
Cameroon,26.630676500869793,43.020027179647286,19,0.7134629118182347
Cameroon,20.72245713045479,25.951131211625654,17,0.8203660354068691
Cameroon,20.532192222018423,29.471223284844832,16,0.7792640857337111
Cameroon,23.64979068248015,33.649899402537926,18,0.7611061020229014
Cameroon,25.87983826630196,34.751815049122165,19,0.734162238747057
Cameroon,16.605704299228623,26.06112221161329,14,0.843083783001624
Cameroon,27.679479523496063,42.59377077017157,20,0.7225569390863277
Cameroon,17.171117933875884,23.03990384021543,14,0.8153225697891358
Cameroon,25.098561296971695,41.15769900039056,18,0.7171725816081664
Cameroon,26.01760682612724,39.02468699871277,19,0.7302746992440495
Cameroon,17.051678815847517,24.33442339293937,14,0.8210335270324619
Cameroon,24.70339112163565,47.09680250075985,17,0.6881646295561061
Cameroon,23.39363414261086,35.64891136358452,17,0.7266934199434609
Cameroon,27.710666365478456,47.17650457537183,19,0.6856565536680822
Cameroon,25.567345600138367,34.75844643427988,19,0.743135415664627
Cameroon,27.29543836595176,45.59384634995495,19,0.6960870071132669
Cameroon,23.569359178247296,39.03578231693788,17,0.7212754437417921
Cameroon,22.259003583998545,34.31859762549517,17,0.763735893920287
Cameroon,22.393756842240418,38.6048668121426,16,0.7144848500730284
Cameroon,18.29695867806765,28.276495033821863,15,0.8198083771146253
Cameroon,26.014926639896593,47.04704631402422,18,0.6919104654477529
Cameroon,30.714673008514353,56.44417361243058,20,0.651154579912208
Cameroon,25.494493289490087,36.920628798856875,19,0.7452589774683855
Cameroon,29.128708935280766,51.587554950177825,19,0.6522774504772901
Cameroon,23.019974977322242,36.324651573854126,17,0.7384890738042624
Cameroon,28.027632183676396,40.109228205838704,20,0.7135815065979145
Cameroon,19.598867534819103,28.646506306755764,15,0.7653503435007756
Cameroon,26.856181564191946,42.04379127209662,19,0.7074721309351438
Cameroon,25.06745058987637,39.64791694092355,18,0.7180626500274983
Cameroon,24.88725360457465,41.40189239442781,18,0.7232618064651107
Cameroon,24.328498943961474,38.96880971471075,18,0.7398730205863252
Cameroon,27.788854353291377,45.279696716832966,19,0.6837273591219349
Cameroon,22.28134424439924,32.30054212288312,17,0.7629701248511168
Cameroon,25.354830964449803,40.60331765677345,18,0.7099238809849663
Cameroon,23.304413537922194,38.29829061303598,17,0.7294755550203693
Cameroon,22.677491832014965,36.5030459558098,17,0.7496419853627833
Cameroon,21.553085520029388,36.59592261033233,16,0.7423531069429071
Cameroon,27.985421110659214,46.417452876900796,19,0.6789249275496231
Cameroon,32.52620728337162,47.93743192417284,22,0.6763776608915317
Cameroon,22.22426182713239,32.836427125275065,17,0.7649297930447178
Cameroon,28.28259411458921,48.41325892738431,19,0.6717912763949434
Cameroon,34.281883290910876,51.689754778003746,22,0.6417383728108321
Cameroon,22.685212275741627,35.115883462279136,17,0.7493868601872818
Cameroon,25.057165977003205,40.36996750550864,18,0.7183573759506529
Cameroon,23.053014705874745,36.79021763641898,17,0.7374306665265685
Cameroon,26.658358390278412,41.10046114863105,19,0.7127220559435794
Cameroon,23.819955615076086,37.55755271659212,17,0.713687308016661
Cameroon,23.201444323184976,40.542377467778344,17,0.7327130054145838
Cameroon,29.347762051632376,53.975017922588584,19,0.6474088200174427
Cameroon,23.466112550321345,34.0063606719602,18,0.7670635671503037
Cameroon,24.526656257687588,39.133884535298456,18,0.7338953916459001
Cameroon,26.765599172504714,49.61000476549818,18,0.6725050272175755
Cameroon,25.02683581453979,40.242176200633985,18,0.7192279572770672
Cameroon,24.59585656630876,37.45990197660798,18,0.7318305809546913
Cameroon,27.623766247727218,47.12852638938026,19,0.6878135236741387
Cameroon,19.908447362123205,33.48451714438028,15,0.7534490122287605
Cameroon,21.275833345795906,34.807689870717404,16,0.7520269471917814
Cameroon,23.187644817099063,36.79636609538154,17,0.7331490599452273
Cameroon,30.177858996997305,45.510411426876665,21,0.6958744158122516
Cameroon,27.23000912162749,52.81102080844075,18,0.6610354010386087
Cameroon,17.571015755212155,24.652678856601263,15,0.8536785925737101
Cameroon,24.288768574030627,40.107246236103734,17,0.6999119757012414
Cameroon,23.344816191976808,28.505018852356987,18,0.7710491207973732
Cameroon,22.772666402751224,35.538839816922085,17,0.746508981396495
Cameroon,24.651481578572906,38.574314869110474,18,0.7301792365958896
Cameroon,16.93539439075011,24.868703423486277,14,0.8266710344606215
Cameroon,31.799521762348814,45.56485371729874,22,0.6918343038117127
Cameroon,22.77381619571964,35.45970617373215,17,0.7464712920268131
Cameroon,21.517362762231063,29.744859335302323,17,0.7900596456848193
Cameroon,22.45593535465264,32.121804483702775,17,0.7570381608031203
Cameroon,25.428962334843973,38.27723884837696,19,0.7471795250553852
Cameroon,25.751038717135202,44.64748829291606,18,0.6990009295439596
Cameroon,20.76790200173624,30.353505349107593,16,0.7704196600437717
Cameroon,26.881478678337622,42.00684242380729,19,0.7068063564267805
Cameroon,17.685915640734457,26.787605953385757,14,0.7915903413988359
Cameroon,25.54758238471893,43.55117590298288,18,0.7045676467126905
Cameroon,24.0021138098666,36.209106786935024,18,0.7499339492591149
Cameroon,18.769917270248175,33.749780851689295,14,0.7458743583378028
Cameroon,24.390267590922814,38.07067559422554,18,0.7379992832345537
Cameroon,21.040153178750522,31.53118632242511,16,0.7604507374099909
Cameroon,25.669105784920944,41.608070358533126,18,0.7012320628081216
Cameroon,22.44288604197148,43.93249133169721,16,0.7129207879092582
Cameroon,29.682666930997108,53.740915545925326,19,0.6401042077576466
Cameroon,23.325216016732497,37.51372106472939,17,0.7288249758460945
Cameroon,23.284074179756942,36.00968412752369,17,0.7301127744550701
Cameroon,31.05755437309171,53.80696907484322,20,0.6439657083021326
Cameroon,19.226116587019565,27.5434158170719,16,0.8322013406910439
Cameroon,25.86687290535285,43.440176875316816,18,0.6958707403814208
Cameroon,21.84197083601967,31.156333818764743,17,0.7783180431669308
Cameroon,26.27446762006734,40.745195837277116,19,0.7231354893557803
Cameroon,28.11812145977861,48.21282796390782,19,0.6757208168112664
Cameroon,30.680870533673765,49.02637026038031,21,0.6844655850606151
Cameroon,20.561185611230147,34.09206200802466,16,0.7781652431200801
Cameroon,23.436955318083353,37.23309222379427,17,0.7253501902989608
Cameroon,25.87205032637341,43.78397605112433,18,0.6957314852488203
Cameroon,26.138328154203364,43.23623395630729,18,0.6886438908337517
Cameroon,32.80598302106767,50.9240186769091,22,0.6706093820103431
Cameroon,26.50090534739895,42.30299068444956,19,0.7169566379310448
Cameroon,22.968270015458778,37.19062789153098,17,0.7401515215799084
Cameroon,26.905583934177926,44.105693179520074,19,0.7061731143424271
Cameroon,16.876894782273013,24.435444544731837,14,0.8295364864575195
Cameroon,20.99454535127143,27.15096456526973,17,0.8097341340602301
Cameroon,28.437579985080053,49.42822002965261,19,0.6681299889079333
Cameroon,25.906697406483133,34.97200861159829,19,0.7334010855140981
Cameroon,27.558369037483512,44.711892844109876,19,0.6894457351288515
Cameroon,32.926684312211634,59.84278835174918,20,0.6074100814512481
Cameroon,25.139183327460753,49.73290886513677,17,0.6762351735360501
Cameroon,28.465545803872264,47.794526212148924,19,0.6674735882779161
Cameroon,28.267229210226034,47.956248804910324,19,0.6721564345304316
Cameroon,22.839160222144066,35.34792028788558,17,0.7443355987983036
Cameroon,23.118661129791203,34.63366249128325,17,0.7353367007094297
Cameroon,26.188898373306913,40.64691030328071,19,0.7254982523192265
Cameroon,28.714939729809164,49.53225927742837,19,0.661676471508522
Cameroon,30.472612959717654,45.085440707034124,21,0.6891433966545735
Cameroon,23.9769808823658,34.65678293851616,18,0.7507200380360792
Cameroon,25.624770816502757,36.09988342602823,19,0.7414700461540792
Cameroon,23.765647997528134,38.13293777316643,17,0.7153181769656847
Cameroon,26.072537604873943,47.776212332324974,18,0.6903815912661727
Cameroon,22.796051044983226,35.10492621066098,17,0.7457431976465602
Cameroon,24.745552566825168,36.936945604243256,18,0.7274034375021994
Cameroon,20.36961174966186,34.70370812599041,15,0.7363910605831259
Cameroon,23.27446304191129,36.21978347864447,17,0.7304142729044875
Cameroon,21.518711091846253,37.09455504785959,16,0.7435389569435052
Cameroon,24.39747886587821,37.37923500133985,18,0.7377811493946784
Cameroon,30.176207563835664,51.83099640796174,20,0.6627738080635678
Cameroon,22.24480756309781,32.18900219162598,17,0.7642232890430355
Cameroon,22.54891291160242,32.5640585304038,17,0.7539166108204153
Cameroon,34.01668096287423,48.569259589150825,23,0.6761388633153885
Cameroon,24.985527813928712,38.339605957951974,18,0.7204170403782912
Cameroon,22.718073773172485,36.827022831898944,17,0.7483028785686534
Cameroon,25.031649872456956,41.03007729431015,18,0.7190896361891798
Cameroon,23.902475290516033,39.85518850142781,17,0.7112234106877299
Cameroon,38.367918902900826,58.49765815408879,24,0.6255225898683149
Cameroon,25.025514688268583,40.54823741192945,18,0.719265926164468
Cameroon,30.077148552011412,54.823882295769764,19,0.6317088193099134
Cameroon,21.306089619882034,39.61402651285098,15,0.7040240732866612
Cameroon,25.36701988657348,35.507710318686385,19,0.7490040251064933
Cameroon,25.803066463594764,41.802235826565216,18,0.6975915062419416
Cameroon,28.470057661519807,48.28240664722132,19,0.6673678088710175
Cameroon,25.204583972500117,45.2069929696223,17,0.6744804841273371
Cameroon,29.004413219758806,52.813042560969365,19,0.6550727248312869
Cameroon,25.6309069853413,41.44192332428041,18,0.7022771379215909
Cameroon,24.883408451748267,39.45613632548993,18,0.7233735697785948
Cameroon,26.815007596187453,42.56933988493673,19,0.7085584418294706
Cameroon,25.24544717389148,37.62889217221548,18,0.7129998480920302
Cameroon,27.82072840404205,47.01966218614527,19,0.6829440165642646
Cameroon,25.064999839827813,40.235297423983646,18,0.7181328591671619
Cameroon,24.052727717020858,35.12433824363082,18,0.7483558709751801
Cameroon,21.05854395437006,31.514235675350612,16,0.7597866231715269
Cameroon,25.719049970698364,42.601311938182036,18,0.6998703303779629
Cameroon,25.36814244880549,41.84851710355638,18,0.7095513609766713
Cameroon,24.21772328990507,37.346463855250626,18,0.7432573155009633
Cameroon,24.609641084225327,38.78844286117946,18,0.7314206630806136
Cameroon,18.751430795041138,34.43200911257075,14,0.7466096935761475
Cameroon,34.807218253692604,51.821817019769156,23,0.6607824800121737
Cameroon,24.718066888939475,39.32386965652711,18,0.7282122862145992
Cameroon,20.30038257856291,28.145648095306296,16,0.7881624860063431
Cameroon,28.67021355626412,49.655852758971164,19,0.6627087015837283
Cameroon,27.750856798472054,44.83942106157262,19,0.6846635452728123
Cameroon,17.75296918295641,23.20579392620957,15,0.8449290845612815
Cameroon,23.084713285614328,33.332211141295915,18,0.7797367798029806
Cameroon,28.8741590661083,46.47412311750098,19,0.6580278219185154
Cameroon,26.992128625150475,41.850808704852824,19,0.7039089159606463
Cameroon,25.98445922748515,45.364767996623186,18,0.6927217473496788
Cameroon,21.6190019968266,31.083805116796384,17,0.7863452717426729
Cameroon,17.20739987337227,28.43314573854486,14,0.8136034556658622
Cameroon,22.16423723486073,29.651468772749737,18,0.812119082162184
Cameroon,23.95325370910805,42.30989976522843,17,0.7097156906719472
Cameroon,24.537676900821037,36.94804588331068,18,0.7335657761227476
Cameroon,26.326027557484867,48.37499369991213,18,0.6837339952142663
Cameroon,27.635348778644442,44.87212483640232,19,0.6875252471820614
Cameroon,20.474966155636125,27.720393674087894,16,0.7814420731335712
Cameroon,20.52398255604217,35.75455891584823,16,0.7795757941379496
Cameroon,27.12150439995814,43.10909528583725,19,0.7005511095479395
Cameroon,24.21585292133166,42.448246315471444,17,0.7020194603603972
Cameroon,24.402447566575546,45.18462527185012,17,0.6966514302969016
Cameroon,22.33366810338642,34.80629231836946,17,0.7611826199486826
Cameroon,23.86631008722921,34.72025422902956,18,0.7542012122616201
Cameroon,28.756363463846895,50.25456071260693,19,0.6607233221226738
Cameroon,20.422243529061863,28.03268297586648,16,0.7834594655200937
Cameroon,24.777516538994753,39.10232925783343,18,0.7264650584198652
Cameroon,24.08571225487528,38.74752400943873,18,0.7473310238669215
Cameroon,23.52150136510041,39.063080397947154,17,0.7227429803959468
Cameroon,21.111529145367115,31.63428919630052,16,0.7578797295936837
Cameroon,16.153937512274823,17.261425323618802,14,0.866661765242182
Cameroon,26.610288281334093,41.017239362931704,19,0.7140095514608775
Cameroon,28.168012913684358,44.810344114626965,20,0.7100252354074916
Cameroon,25.699618476749027,40.26842383042005,19,0.7393105861547979
Cameroon,32.71161497433751,61.17231133587339,20,0.6114036257668765
Cameroon,37.079216670539985,53.382692677875184,24,0.6472628646189382
Cameroon,21.810206995334067,34.73110830615074,17,0.7794515661239194
Cameroon,24.57793308487994,43.932932713475616,17,0.6916773652727618
Cameroon,30.95741297161202,57.786280215175445,20,0.6460488161055326
Cameroon,25.06799484437263,45.009655868764675,17,0.6781555567383656
Cameroon,24.235341147598724,42.722253275979554,17,0.7014549494668197
Cameroon,24.82878465957125,39.87086991042367,18,0.7249650052066152
Cameroon,20.54787118477012,38.82864632262489,15,0.73000262971854
Cameroon,27.03055113260549,44.58837505400033,19,0.702908346440681
Cameroon,27.433182677242144,45.57934870179814,19,0.6925918958634686
Cameroon,23.015148957293057,35.22796582097456,17,0.7386439267260544
Cameroon,25.373774598635322,41.95411689873183,18,0.709393863732363
Cameroon,19.291546991974215,30.40779762308907,15,0.7775426204150652
Cameroon,22.652941570921676,32.641140883188086,17,0.7504544143539379
Cameroon,26.422701275460653,48.20114076585672,18,0.6812323922655478
Cameroon,24.090657239445736,36.025197742181675,18,0.7471776224737874
Cameroon,24.266914496528152,32.14241517087128,19,0.7829590367872403
Cameroon,22.448975168468465,35.77459551211993,17,0.7572728764864944
Cameroon,24.215454406199044,36.27985504971639,18,0.7433269555078877
Cameroon,24.377914346832686,40.94521159133137,18,0.7383732563790331
Cameroon,27.491302576823326,47.52995396429273,19,0.6911276738126639
Cameroon,20.43288786112758,28.02061145964832,16,0.7830513292464694
Cameroon,25.29265902739409,39.91136941308818,18,0.7116689463335775
Cameroon,22.396038558711783,34.84831626359108,17,0.7590628117304794
Cameroon,26.914880302076195,43.40427844540504,19,0.7059292029819785
Cameroon,24.142979353763348,44.88621475657831,17,0.7041384474924004
Cameroon,19.398757035980996,31.77451542594715,15,0.7732454183625198
Cameroon,19.831630397433297,33.619102063022325,15,0.7563674644693544
Cameroon,25.832268499093797,44.55311014507153,18,0.6968029153394502
Cameroon,31.435776060721434,45.02133258976876,22,0.6998395699697293
Cameroon,23.49009439856397,35.08195927458339,18,0.7662804454757918
Cameroon,31.814225053089558,53.921608366882815,21,0.6600820848207534
Cameroon,32.29833082804765,49.41739360396613,22,0.6811497509615991
Cameroon,24.682436855643207,40.3829555393531,18,0.7292634882558047
Cameroon,19.48667878273096,33.32891045864634,15,0.7697566202657868
Cameroon,25.664240051903025,41.51393605751912,18,0.7013650107541479
Cameroon,16.63847501203033,24.03769245414917,14,0.8414232668485183
Cameroon,30.71296816299562,51.78135510551003,20,0.6511907248384059
Cameroon,22.797524072158684,36.935882777185725,17,0.7456950125895966
Cameroon,27.767960740751615,47.93427842551556,19,0.6842418201822088
Cameroon,24.643146007246322,37.83803179527234,18,0.7304262205283001
Cameroon,25.112424763599083,39.08578402850335,18,0.7167766621282755
Cameroon,27.357244143397182,51.234407603144334,18,0.6579610104603463
Cameroon,23.99265315697957,37.170499301847286,18,0.7502296591472927
Cameroon,28.17457341947608,52.014848320889094,19,0.6743669093802845
Cameroon,24.380120404057585,43.63857643189484,17,0.6972894193406317
Cameroon,30.298371756593433,53.68478465663357,20,0.6601014787419283
Cameroon,24.80609808939643,39.982709867419736,18,0.7256280264284792
Cameroon,28.81735165369101,49.944365335877436,19,0.6593249868457786
Cameroon,33.854607418898716,64.35939083916703,20,0.5907615395603544
Cameroon,19.52440721846255,33.12990093143694,15,0.7682691634200188
Cameroon,24.211083658793672,30.54585795523398,19,0.7847645428749339
Cameroon,23.313311717243845,35.75164970696136,17,0.7291971302140586
Cameroon,17.69823569497192,26.220332313283716,14,0.7910393013907826
Cameroon,25.269762972311714,40.32864197634548,18,0.7123137648628817
Cameroon,24.932674458908167,40.00624916933556,18,0.7219442113867893
Cameroon,15.939760978886826,26.301613544759256,13,0.8155705733115625
Cameroon,24.82939394631463,38.822673652619486,18,0.724947215341585
Cameroon,25.161607522933235,42.09554467552104,18,0.7153755968728994
Cameroon,23.417261898877758,42.02980695924059,17,0.7259601943818506
Cameroon,19.251707907195943,27.434306220554916,15,0.7791516509760295
Cameroon,24.111431111479433,39.47311792071196,17,0.7050597669379448
Cameroon,30.436440853982507,54.39060039553882,20,0.6571070545320697
Cameroon,21.701545520601695,33.63516677841486,17,0.7833543460700333
Cameroon,23.200907889225842,35.95185528889472,17,0.7327299466541372
Cameroon,26.602064411636874,35.55298833312393,20,0.7518213507990436
Cameroon,26.580168730216098,44.89629985820179,18,0.6771966040809124
Cameroon,33.11051241738438,50.594628238100434,22,0.6644415442042237
Cameroon,24.71717140287965,37.816105035946144,18,0.7282386688431075
Cameroon,22.99049626371671,31.590671406228626,19,0.8264284416507156
Cameroon,28.20071585219174,42.12824357345522,20,0.7092018551878574
Cameroon,20.12423506008714,34.718281023475505,15,0.7453699459985859
Cameroon,24.63576267284941,38.1557956017492,18,0.7306451291575985
Cameroon,22.312591374598167,39.11319818264523,16,0.7170838981175107
Cameroon,26.999356835282807,38.40086077958755,20,0.7407583862836304
Cameroon,20.865312259121097,34.960333527863924,16,0.7668229356599124
Cameroon,21.190350122234367,33.18823340179835,16,0.7550606718485365
Cameroon,24.237269889097078,39.049562375574205,18,0.7426579017506069
Cameroon,25.001633211326723,39.31068593483417,18,0.7199529665864105
Cameroon,26.366405080685357,42.13450751523763,19,0.720613976075123
Cameroon,26.960458531042466,45.75238666367301,18,0.6676444311685081
Cameroon,26.420520201991376,40.97764001339057,19,0.7191379978418413
Cameroon,25.646673780582663,44.0400733004103,18,0.7018453992902568
Cameroon,24.81669146299993,39.643371886052215,18,0.7253182813203294
Cameroon,23.037088232535655,32.97030079102667,18,0.7813487459139175
Cameroon,31.506006419048724,49.13421430952412,21,0.6665395709214124
Cameroon,21.80734890220859,31.352778603801475,17,0.7795537218317392
Cameroon,28.045905938707733,42.503336063939834,20,0.7131165612445728
Cameroon,21.097235351780355,38.20638140215808,16,0.7583932080773698
Cameroon,21.75877619208383,31.08182866266996,17,0.781293940887395
Cameroon,26.40554807276296,42.56895792886647,19,0.7195457540833359
Cameroon,23.818481931337505,39.990740110847426,17,0.7137314648770053
Cameroon,28.07239580403141,41.247200944257166,20,0.712443645338167
Cameroon,19.481127199856033,33.90330463973227,15,0.7699759796297029
Cameroon,27.826425149237455,46.15073217626294,19,0.6828042013338055
Cameroon,18.375476734044312,32.96830590354104,14,0.7618849950195931
Cameroon,25.444265336433148,50.15148998030045,17,0.6681269738080443
Cameroon,29.7763468639192,42.27355017269846,21,0.7052577704032009
Cameroon,27.257577285455717,43.50594243872057,19,0.697053879771558
Cameroon,25.63227811112575,49.09156800996229,17,0.6632262620707564
Cameroon,24.16612197881374,45.585881298315456,17,0.7034641311048488
Cameroon,19.124694357236418,33.23517755782672,15,0.7843262600599046
Cameroon,24.513795387667287,38.49918012516261,18,0.7342804210993648
Cameroon,25.558540983944834,41.9170541537897,18,0.7042655530026969
Cameroon,24.27625852956319,38.74166833958601,18,0.7414651635086158
Cameroon,19.59218020265695,33.415715050415365,15,0.7656115779276983
Cameroon,24.418637136459978,44.00936940117553,17,0.6961895500145233
Cameroon,22.794773364893906,33.104968230336155,17,0.745784997633782
Cameroon,26.197959755732263,42.63690987562834,19,0.7252473160946318
Cameroon,23.746627774082775,42.064928089413804,17,0.7158911219619112
Cameroon,23.05569421201855,36.221507802976056,17,0.7373449631864991
Cameroon,22.59921269620235,37.205166670405006,17,0.7522385947036437
Cameroon,24.68610525976396,37.90786965491032,18,0.7291551182574886
Cameroon,24.1373261801215,35.66389564964444,18,0.7457329724791163
Cameroon,24.978085033922454,40.965509447820075,18,0.7206317047745816
Cameroon,20.992233538470945,32.40862651864895,16,0.7621866425351052
Cameroon,23.24951694906941,32.819234621677865,18,0.7742096336638286
Cameroon,28.414051439791265,48.599568141016796,19,0.6686832407641892
Cameroon,22.80038638033863,29.770718564286632,18,0.789460305616657
Cameroon,24.710998482226987,38.00479870281093,18,0.7284205861995511
Cameroon,16.90006845996874,22.447553126907792,14,0.8283990111141772
Cameroon,21.3756955014611,30.541090545271587,17,0.7952957600297962
Cameroon,28.230578585364096,48.09797190114117,19,0.6730290681980705
Cameroon,24.394869512568185,39.693582591843565,18,0.7378600648274195
Cameroon,31.744761774087497,51.532548490886334,21,0.6615264637815556
Cameroon,23.94079878318886,38.19758612202297,17,0.7100849121181928
Cameroon,23.412985621972062,34.413101575843974,18,0.7688041282145489
Cameroon,23.527721124503955,39.6680281589477,17,0.722551916951048
Cameroon,22.563089893309815,38.02416463955616,17,0.7534429052219781
Cameroon,25.26104240349911,40.270771194972816,18,0.7125596684603432
Cameroon,31.263474038092777,57.3537414117464,19,0.6077379620975447
Cameroon,22.474459704158424,33.91082980847211,17,0.7564141796411911
