continent	europe	53.15	29.233333
continent	asia	35.000074	104.999927
continent	africa	4.070194	21.824559
continent	america	-13.083583	-58.470721
continent	oceania	-25.0562891	152.008576
country	Cote d'Ivoire	7.9897371	-5.5679458
country	Comoros	-12.2045176	44.2832964
country	Viet Nam	16.16667	107.83333
country	Sao Tome	0.8875498	6.9648718
country	Kurdistan	35.672803	47.0124376
country	Russian Federation	64.6863136	97.7453061
country	Korea	36.609249	127.917932
